"Donation Record",2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"Donation Record",Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count,Donator Count,Donator Count Less Than the Amount,Total Donation Count
"1",10049338,10049338,10049338,10140624,10140624,10140624,10241850,10241850,10241850,10362881,10362881,10362881,10456986,10456986,10456986,5509090,5509090,5509090,10742130,10742130,10742130,10856300,10856300,10856300,10963835,10963835,10963835,11056699,11056699,11056699,11133455,11133455,11133455,11224985,11224985,11224985,11292201,11292201,11292201,11347332,11347332,11347332,11407371,11407371,11407371,11435249,11435249,11435249,11483262,11483262,11483262,11553481,11553481,11553481,11617088,11617088,11617088
"2",3068905,13118243,16187148,3133460,13274084,16407544,3196905,13438755,16635660,3272240,13635121,16907361,3340529,13797515,17138044,2532683,8041773,10574456,3517852,14259982,17777834,3599582,14455882,18055464,3677380,14641215,18318595,3751547,14808246,18559793,3812704,14946159,18758863,3871222,15096207,18967429,3928713,15220914,19149627,3972318,15319650,19291968,4016306,15423677,19439983,4036834,15472083,19508917,4064935,15548197,19613132,4097785,15651266,19749051,4132571,15749659,19882230
"3",1603757,14722000,20998419,1654261,14928345,21370327,1705370,15144125,21751770,1762710,15397831,22195491,1819571,15617086,22596757,1632419,9674192,15471713,1945890,16205872,23615504,2008639,16464521,24081381,2070226,16711441,24529273,2130891,16939137,24952466,2185562,17131721,25315549,2233564,17329771,25668121,2280509,17501423,25991154,2322019,17641669,26258025,2358428,17782105,26515267,2381525,17853608,26653492,2405687,17953884,26830193,2427591,18078857,27031824,2453316,18202975,27242178
"4",962967,15684967,24850287,1004891,15933236,25389891,1044290,16188415,25928930,1088122,16485953,26547979,1133616,16750702,27131221,1103938,10778130,19887465,1223943,17429815,28511276,1272376,17736897,29170885,1320881,18032322,29812797,1367949,18307086,30424262,1414673,18546394,30974241,1455159,18784930,31488757,1493469,18994892,31965030,1528498,19170167,32372017,1560516,19342621,32757331,1584013,19437621,32989544,1606073,19559957,33254485,1626809,19705666,33539060,1646400,19849375,33827778
"5",605885,16290852,27879712,640038,16573274,28590081,670723,16859138,29282545,705032,17190985,30073139,741645,17492347,30839446,752556,11530686,23650245,810063,18239878,32561591,845410,18582307,33397935,881598,18913920,34220787,918179,19225265,35015157,955982,19502376,35754151,989155,19774085,36434532,1019903,20014795,37064545,1048640,20218807,37615217,1075127,20417748,38132966,1097548,20535169,38477284,1118547,20678504,38847220,1136510,20842176,39221610,1152739,21002114,39591473
"6",388441,16679293,30210358,417134,16990408,31092885,440552,17299690,31925857,466954,17657939,32874863,495124,17987471,33810190,514703,12045389,26738463,546484,18786362,35840495,573596,19155903,36839511,602107,19516027,37833429,630493,19855758,38798115,659303,20161679,39709969,685727,20459812,40548894,710866,20725661,41329741,733884,20952691,42018521,755389,21173137,42665300,774540,21309709,43124524,792550,21471054,43602520,807546,21649722,44066886,823383,21825497,44531771
"7",256311,16935604,32004535,276865,17267273,33030940,295026,17594716,33991039,315147,17973086,35080892,337154,18324625,36170268,356165,12401554,29231618,378468,19164830,38489771,398925,19554828,39631986,420672,19936699,40778133,442723,20298481,41897176,465058,20626737,42965375,485669,20945481,43948577,505756,21231417,44870033,524960,21477651,45693241,541273,21714410,46454211,556986,21866695,47023426,571899,22042953,47605813,585295,22235017,48163951,597340,22422837,48713151
"8",171753,17107357,33378559,188099,17455372,34535732,202132,17796848,35608095,217700,18190786,36822492,235139,18559764,38051380,251268,12652822,31241762,266746,19431576,40623739,282979,19837807,41895818,299474,20236173,43173925,316700,20615181,44430776,333958,20960695,45637039,349620,21295101,46745537,365932,21597349,47797489,381007,21858658,48741297,394581,22108991,49610859,406857,22273552,50278282,419461,22462414,50961501,431580,22666597,51616591,442382,22865219,52252207
"9",118330,17225687,34443529,130354,17585726,35708918,140832,17937680,36875583,152669,18343455,38196513,166686,18726450,39551554,179983,12832805,32861609,191190,19622766,42344449,203492,20041299,43727246,216092,20452265,45118753,229254,20844435,46494062,242931,21203626,47823418,255545,21550646,49045442,268394,21865743,50213035,280759,22139417,51268128,291654,22400645,52235745,301840,22575392,52994842,312390,22774804,53773011,321853,22988450,54513268,331027,23196246,55231450
"10",83606,17309293,35279589,93550,17679276,36644418,101669,18039349,37892273,110652,18454107,39303033,120955,18847405,40761104,132027,12964832,34181879,141062,19763828,43755069,150685,20191984,45234096,161939,20614204,46738143,172402,21016837,48218082,183090,21386716,49654318,192244,21742890,50967882,202197,22067940,52235005,211634,22351051,53384468,220344,22620989,54439185,228538,22803930,55280222,236864,23011668,56141651,245588,23234038,56969148,253236,23449482,57763810
"11",61018,17370311,35950787,68274,17747550,37395432,74736,18114085,38714369,81641,18535748,40201084,89777,18937182,41748651,98528,13063360,35265687,105387,19869215,44914326,113524,20305508,46482860,122464,20736668,48085247,130962,21147799,49658664,139945,21526661,51193713,147474,21890364,52590096,155417,22223357,53944592,163319,22514370,55180977,170020,22791009,56309405,177357,22981287,57231149,184261,23195929,58168522,191052,23425090,59070720,197530,23647012,59936640
"12",45558,17415869,36497483,51189,17798739,38009700,56370,18170455,39390809,62004,18597752,40945132,68338,19005520,42568707,75706,13139066,36174159,80871,19950086,45884778,87631,20393139,47534432,94968,20831636,49224863,102259,21250058,50885772,108823,21635484,52499589,115040,22005404,53970576,121354,22344711,55400840,127528,22641898,56711313,133609,22924618,57912713,138711,23119998,58895681,144417,23340346,59901526,150398,23575488,60875496,156966,23803978,61820232
"13",34489,17450358,36945840,39100,17837839,38518000,43214,18213669,39952591,47640,18645392,41564452,52993,19058513,43257616,58103,13197169,36929498,62592,20012678,46698474,67994,20461133,48418354,73524,20905160,50180675,79571,21329629,51920195,85503,21720987,53611128,90774,22096178,55150638,96277,22440988,56652441,101630,22743528,58032503,106184,23030802,59293105,111267,23231265,60342152,115818,23456164,61407160,120958,23696446,62447950,125918,23929896,63457166
"14",26816,17477174,37321264,30417,17868256,38943838,33500,18247169,40421591,37236,18682628,42085756,41585,19100098,43839806,46680,13243849,37583018,50073,20062751,47399496,54284,20515417,49178330,59214,20964374,51009671,64347,21393976,52821053,69050,21790037,54577828,73284,22169462,56176614,77813,22518801,57741823,82222,22825750,59183611,86303,23117105,60501347,90259,23321524,61605778,94389,23550553,62728606,98489,23794935,63826796,102613,24032509,64893748
"15",21195,17498369,37639189,24313,17892569,39308533,27101,18274270,40828106,30021,18712649,42536071,33061,19133159,44335721,37186,13281035,38140808,39988,20102739,47999316,43584,20559001,49832090,47661,21012035,51724586,51764,21445740,53597513,55968,21846005,55417348,59675,22229137,57071739,63266,22582067,58690813,67086,22892836,60189901,70697,23187802,61561802,74394,23395918,62721688,77595,23628148,63892531,81441,23876376,65048411,85472,24117981,66175828
"16",17190,17515559,37914229,19472,17912041,39620085,21824,18296094,41177290,24323,18736972,42925239,26877,19160036,44765753,30091,13311126,38622264,32778,20135517,48523764,35661,20594662,50402666,39009,21051044,52348730,42631,21488371,54279609,46133,21892138,56155476,49380,22278517,57861819,52421,22634488,59529549,55623,22948459,61079869,58946,23246748,62504938,62074,23457992,63714872,65043,23693191,64933219,68053,23944429,66137259,71359,24189340,67317572
"17",13607,17529166,38145548,15472,17927513,39883109,17362,18313456,41472444,19640,18756612,43259119,22193,19182229,45143034,24806,13335932,39043966,26717,20162234,48977953,29355,20624017,50901701,32015,21083059,52892985,35111,21523482,54876496,38038,21930176,56802122,40676,22319193,58553311,43481,22677969,60268726,46306,22994765,61867071,48600,23295348,63331138,51181,23509173,64584949,54011,23747202,65851406,56730,24001159,67101669,59639,24248979,68331435
"18",11246,17540412,38347976,12863,17940376,40114643,14315,18327771,41730114,15919,18772531,43545661,18212,19200441,45470850,20590,13356522,39414586,21971,20184205,49373431,24374,20648391,51340433,26583,21109642,53371479,29178,21552660,55401700,31723,21961899,57373136,33974,22353167,59164843,36475,22714444,60925276,38740,23033505,62564391,41062,23336410,64070254,43295,23552468,65364259,45464,23792666,66669758,47845,24049004,67962879,50460,24299439,69239715
"19",9282,17549694,38524334,10667,17951043,40317316,12013,18339784,41958361,13375,18785906,43799786,15246,19215687,45760524,17360,13373882,39744426,18548,20202753,49725843,20128,20668519,51722865,21944,21131586,53788415,24109,21576769,55859771,26190,21988089,57870746,28136,22381303,59699427,30397,22744841,61502819,32597,23066102,63183734,34593,23371003,64727521,36482,23588950,66057417,38505,23831171,67401353,40460,24089464,68731619,42590,24342029,70048925
"20",8045,17557739,38685234,9343,17960386,40504176,10274,18350058,42163841,11516,18797422,44030106,12933,19228620,46019184,15017,13388899,40044766,16133,20218886,50048503,17722,20686241,52077305,19564,21151150,54179695,21348,21598117,56286731,23306,22011395,58336866,24904,22406207,60197507,26783,22771624,62038479,28545,23094647,63754634,30740,23401743,65342321,32368,23621318,66704777,34132,23865303,68083993,36001,24125465,69451639,38230,24380259,70813525
"21",6548,17564287,38822742,7696,17968082,40665792,8712,18358770,42346793,9801,18807223,44235927,10980,19239600,46249764,12706,13401605,40311592,13761,20232647,50337484,15096,20701337,52394321,16555,21167705,54527350,18114,21616231,56667125,19837,22031232,58753443,21516,22427723,60649343,22942,22794566,62520261,24723,23119370,64273817,26056,23427799,65889497,27730,23649048,67287107,29545,23894848,68704438,31185,24156650,70106524,32941,24413200,71505286
"22",5729,17570016,38948780,6597,17974679,40810926,7361,18366131,42508735,8322,18815545,44419011,9398,19248998,46456520,10707,13412312,40547146,11564,20244211,50591892,12738,20714075,52674557,14054,21181759,54836538,15505,21631736,57008235,16878,22048110,59124759,18201,22445924,61049765,19476,22814042,62948733,20999,23140369,64735795,22653,23450452,66387863,24074,23673122,67816735,25311,23920159,69261280,26895,24183545,70698214,28635,24441835,72135256
"23",4813,17574829,39059479,5704,17980383,40942118,6401,18372532,42655958,7145,18822690,44583346,8055,19257053,46641785,9379,13421691,40762863,10024,20254235,50822444,11078,20725153,52929351,12381,21194140,55121301,13709,21645445,57323542,14994,22063104,59469621,16093,22462017,61419904,17238,22831280,63345207,18584,23158953,65163227,19927,23470379,66846184,21293,23694415,68306474,22718,23942877,69783794,23974,24207519,71249616,25255,24467090,72716121
"24",4100,17578929,39157879,4718,17985101,41055350,5503,18378035,42788030,6073,18828763,44729098,6969,19264022,46809041,8074,13429765,40956639,8506,20262741,51026588,9478,20734631,53156823,10574,21204714,55375077,11699,21657144,57604318,12875,22075979,59778621,13842,22475859,61752112,14916,22846196,63703191,15999,23174952,65547203,17009,23487388,67254400,18225,23712640,68743874,19215,23962092,70244954,20709,24228228,71746632,22059,24489149,73245537
"25",3494,17582423,39245229,4190,17989291,41160100,4738,18382773,42906480,5417,18834180,44864523,6137,19270159,46962466,7169,13436934,41135864,7487,20270228,51213763,8448,20743079,53368023,9214,21213928,55605427,10234,21667378,57860168,11280,22087259,60060621,12355,22488214,62060987,13119,22859315,64031166,14092,23189044,65899503,15146,23502534,67633050,16108,23728748,69146574,17138,23979230,70673404,18179,24246407,72201107,19324,24508473,73728637
"26",3102,17585525,39325881,3691,17992982,41256066,4151,18386924,43014406,4716,18838896,44987139,5329,19275488,47101020,6110,13443044,41294724,6418,20276646,51380631,7098,20750177,53552571,7979,21221907,55812881,8977,21676355,58093570,9907,22097166,60318203,10669,22498883,62338381,11557,22870872,64331648,12371,23201415,66221149,13265,23515799,67977940,14248,23742996,69517022,15184,23994414,71068188,16098,24262505,72619655,17156,24525629,74174693
"27",2750,17588275,39400131,3131,17996113,41340603,3474,18390398,43108204,4096,18842992,45097731,4699,19280187,47227893,5418,13448462,41441010,5825,20282471,51537906,6290,20756467,53722401,6924,21228831,55999829,7689,21684044,58301173,8426,22105592,60545705,9176,22508059,62586133,10003,22880875,64601729,10749,23212164,66511372,11557,23527356,68289979,12497,23755493,69854441,13081,24007495,71421375,14072,24276577,72999599,15072,24540701,74581637
"28",2392,17590667,39467107,2733,17998846,41417127,3211,18393609,43198112,3529,18846521,45196543,4042,19284229,47341069,4691,13453153,41572358,5019,20287490,51678438,5288,20761755,53870465,5935,21234766,56166009,6536,21690580,58484181,7267,22112859,60749181,7836,22515895,62805541,8536,22889411,64840737,9356,23221520,66773340,9940,23537296,68568299,10631,23766124,70152109,11418,24018913,71741079,12135,24288712,73339379,13147,24553848,74949753
"29",2128,17592795,39528819,2465,18001311,41488612,2595,18396204,43273367,2992,18849513,45283311,3298,19287527,47436711,3752,13456905,41681166,3840,20291330,51789798,4298,20766053,53995107,4400,21239166,56293609,4709,21695289,58620742,5150,22118009,60898531,5684,22521579,62970377,6252,22895663,65022045,6652,23228172,66966248,7083,23544379,68773706,7905,23774029,70381354,8379,24027292,71984070,9145,24297857,73604584,10071,24563919,75241812
"30",2038,17594833,39589959,2503,18003814,41563702,2892,18399096,43360127,3237,18852750,45380421,3741,19291268,47548941,4535,13461440,41817216,5200,20296530,51945798,5948,20772001,54173547,7138,21246304,56507749,8257,21703546,58868452,9385,22127394,61180081,10329,22531908,63280247,11405,22907068,65364195,12296,23240468,67335128,13554,23557933,69180326,14302,23788331,70810414,15389,24042681,72445740,16461,24314318,74098414,17757,24581676,75774522
"31~40",13156,17607989,40048205,15648,18019462,42108775,17901,18416997,43983204,20433,18873183,46091115,23869,19315137,48378770,28936,13490376,42823479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"31~50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44267,20340797,53619487,49912,20821913,56060318,56504,21302808,58643758,64226,21767772,61299414,72054,22199448,63910566,78855,22610763,66271902,86030,22993098,68628942,94030,23334498,70905971,101800,23659733,73047090,109845,23898176,74985869,118123,24160804,76937284,126560,24440878,78915201,135690,24717366,80944337
"41~50",5950,17613939,40315899,7051,18026513,42425902,7997,18424994,44342608,9158,18882341,46503422,10376,19325513,48845694,12797,13503173,43399446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"51~60",3899,17617838,40530390,4770,18031283,42688067,5556,18430550,44648213,6269,18888610,46848382,7222,19332735,49242589,9207,13512380,43905538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"51~100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20439,20361236,54953437,23071,20844984,57565287,26181,21328989,60351039,29910,21797682,63252158,34303,22233751,66149139,38682,22649445,68799106,43443,23036541,71474557,48044,23382542,74060895,52966,23712699,76530360,57804,23955980,78793955,62249,24223053,81040438,66856,24507734,83325220,72047,24789413,85700689
"61~70",2083,17619921,40665819,2527,18033810,42852340,2934,18433484,44838935,3350,18891960,47065977,3850,19336585,49492601,5150,13517530,44240323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"71~80",1172,17621093,40753758,1486,18035296,42963952,1707,18435191,44967058,2018,18893978,47217470,2355,19338940,49669357,3198,13520728,44480710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"81~90",680,17621773,40811666,896,18036192,43040064,1049,18436240,45056208,1210,18895188,47320420,1381,19340321,49786946,2154,13522882,44664245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"91~100",444,17622217,40853924,538,18036730,43091515,660,18436900,45119012,808,18895996,47397352,980,19341301,49880254,1601,13524483,44816957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"101~110",357,17622574,40891491,497,18037227,43143791,595,18437495,45181601,705,18896701,47471692,852,19342153,49969922,1596,13526079,44984956,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"101~200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4120,20365356,55485770,4706,20849690,58175793,5387,21334376,61050918,6166,21803848,64052434,7201,22240952,67083230,8428,22657873,69889730,9817,23046358,72746250,11451,23393993,75544238,13132,23725831,78234279,14844,23970824,80724197,16622,24239675,83205298,18311,24526045,85714225,20040,24809453,88315633
"111~120",235,17622809,40918485,301,18037528,43178328,413,18437908,45229133,470,18897171,47525829,569,19342722,50035572,1266,13527345,45131007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"121~130",175,17622984,40940411,237,18037765,43207966,250,18438158,45260461,352,18897523,47569938,417,19343139,50087831,1077,13528422,45266148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"131~140",107,17623091,40954934,165,18037930,43230275,210,18438368,45288883,244,18897767,47602941,321,19343460,50131273,971,13529393,45397647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"141~150",92,17623183,40968296,121,18038051,43247838,157,18438525,45311659,168,18897935,47627396,208,19343668,50161470,855,13530248,45521913,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"151~160",57,17623240,40977164,90,18038141,43261770,115,18438640,45329530,141,18898076,47649281,171,19343839,50187996,786,13531034,45644179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"161~170",32,17623272,40982437,54,18038195,43270673,79,18438719,45342586,103,18898179,47666310,122,19343961,50208192,819,13531853,45779816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"171~180",24,17623296,40986641,52,18038247,43279810,58,18438777,45352742,89,18898268,47681938,90,19344051,50224024,758,13532611,45912840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Over 181",95,17623391,41008187,135,18038382,43310750,202,18438979,45398513,280,18898548,47745697,404,19344455,50315652,14157,13546768,52980634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"201~300",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,371,20365727,55572326,470,20850160,58285438,585,21334961,61187438,749,21804597,64227406,882,22241834,67290033,1056,22658929,70139339,1254,23047612,73043478,1463,23395456,75890001,1731,23727562,78642480,2071,23972895,81212570,2369,24242044,83765043,2717,24528762,86355792,3189,24812642,89068943
"301~400",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,20365781,55590783,73,20850233,58310182,96,21335057,61219684,120,21804717,64267863,163,22241997,67344545,195,22659124,70205298,233,23047845,73121647,323,23395779,75998264,402,23727964,78777646,472,23973367,81371530,577,24242621,83959475,687,24529449,86587533,781,24813423,89332711
"401~500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,20365792,55595465,17,20850250,58317487,27,21335084,61231381,36,21804753,64283671,48,22242045,67365941,51,22659175,70228021,72,23047917,73153295,76,23395855,76032065,93,23728057,78819035,122,23973489,81425623,142,24242763,84022614,174,24529623,86664942,217,24813640,89428167
"501~600",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,20365794,55596605,2,20850252,58318589,2,21335086,61232429,4,21804757,64285790,5,22242050,67368666,12,22659187,70234343,18,23047935,73162945,25,23395880,76045526,30,23728087,78835354,32,23973521,81442986,44,24242807,84046536,47,24529670,86690394,63,24813703,89461956
"Over 601",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20365795,55597223,2,20850254,58319836,3,21335089,61234343,3,21804760,64287782,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"601~700",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,22242052,67370014,2,22659189,70235648,1,23047936,73163583,2,23395882,76046814,4,23728091,78837890,10,23973531,81449273,9,24242816,84052289,17,24529687,86701226,23,24813726,89476727
"Over 701",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,22242053,67370735,2,22659191,70237079,3,23047939,73165759,3,23395885,76049042,3,23728094,78840145,3,23973534,81451554,5,24242821,84056006,5,24529692,86705021,6,24813732,89481318
