"Donation Source(1)","Donation Source(2)",Gender,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"Korean Red Cross","Western Seoul",Men+Women,133579,36944,27.7,70382,52.7,18518,13.9,6044,4.5,1576,1.2,115,0.1,138596,43239,31.2,67165,48.5,19262,13.9,6861,5.0,1902,1.4,167,0.1,154934,49811,32.1,72280,46.7,22769,14.7,7637,4.9,2192,1.4,245,0.2,170843,54135,31.7,80356,47.0,24817,14.5,8560,5.0,2565,1.5,410,0.2,193223,57219,29.6,89798,46.5,30948,16.0,11482,5.9,3357,1.7,419,0.2,89734,26858,29.9,41472,46.2,13993,15.6,5478,6.1,1697,1.9,236,0.3,271598,98680,36.3,110578,40.7,38205,14.1,17533,6.5,5770,2.1,832,0.3,283170,97979,34.6,117919,41.6,41286,14.6,18801,6.6,6240,2.2,945,0.3,302603,96827,32.0,133765,44.2,42618,14.1,21001,6.9,7155,2.4,1237,0.4,334796,107533,32.1,148833,44.5,45453,13.6,23446,7.0,8084,2.4,1447,0.4,332287,98926,29.8,148674,44.7,45847,13.8,27293,8.2,9674,2.9,1873,0.6,291236,76245,26.2,127962,43.9,45119,15.5,29146,10.0,10667,3.7,2097,0.7,277348,70569,25.4,117070,42.2,44353,16.0,31365,11.3,11604,4.2,2387,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Korean Red Cross","Western Seoul",Men,113857,28189,24.8,61835,54.3,16888,14.8,5436,4.8,1401,1.2,108,0.1,114093,31765,27.8,57228,50.2,17157,15.0,6101,5.3,1690,1.5,152,0.1,117615,32510,27.6,56757,48.3,19644,16.7,6550,5.6,1929,1.6,225,0.2,127664,34641,27.1,62409,48.9,20759,16.3,7253,5.7,2222,1.7,380,0.3,142694,35883,25.1,68072,47.7,25705,18.0,9731,6.8,2932,2.1,371,0.3,65259,16765,25.7,30584,46.9,11544,17.7,4680,7.2,1474,2.3,212,0.3,179077,54005,30.2,74650,41.7,30302,16.9,14489,8.1,4907,2.7,724,0.4,191971,56588,29.5,81244,42.3,32643,17.0,15411,8.0,5262,2.7,823,0.4,209828,55402,26.4,96517,46.0,33539,16.0,17208,8.2,6107,2.9,1055,0.5,234946,63623,27.1,108099,46.0,35853,15.3,19198,8.2,6895,2.9,1278,0.5,231660,56713,24.5,107908,46.6,35545,15.3,21877,9.4,8016,3.5,1601,0.7,210930,46928,22.2,95868,45.5,34530,16.4,23065,10.9,8723,4.1,1816,0.9,201838,43565,21.6,88114,43.7,34111,16.9,24650,12.2,9335,4.6,2063,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Korean Red Cross","Western Seoul",Women,19722,8755,44.4,8547,43.3,1630,8.3,608,3.1,175,0.9,7,-,24503,11474,46.8,9937,40.6,2105,8.6,760,3.1,212,0.9,15,0.1,37319,17301,46.4,15523,41.6,3125,8.4,1087,2.9,263,0.7,20,0.1,43179,19494,45.1,17947,41.6,4058,9.4,1307,3.0,343,0.8,30,0.1,50529,21336,42.2,21726,43.0,5243,10.4,1751,3.5,425,0.8,48,0.1,24475,10093,41.2,10888,44.5,2449,10.0,798,3.3,223,0.9,24,0.1,92521,44675,48.3,35928,38.8,7903,8.5,3044,3.3,863,0.9,108,0.1,91199,41391,45.4,36675,40.2,8643,9.5,3390,3.7,978,1.1,122,0.1,92775,41425,44.7,37248,40.1,9079,9.8,3793,4.1,1048,1.1,182,0.2,99850,43910,44.0,40734,40.8,9600,9.6,4248,4.3,1189,1.2,169,0.2,100627,42213,41.9,40766,40.5,10302,10.2,5416,5.4,1658,1.6,272,0.3,80306,29317,36.5,32094,40.0,10589,13.2,6081,7.6,1944,2.4,281,0.3,75510,27004,35.8,28956,38.3,10242,13.6,6715,8.9,2269,3.0,324,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Korean Red Cross","Southern Seoul",Men+Women,180865,41514,23.0,103952,57.5,24056,13.3,8442,4.7,2658,1.5,243,0.1,189797,45105,23.8,103933,54.8,27770,14.6,9691,5.1,2977,1.6,321,0.2,172800,41519,24.0,92308,53.4,26398,15.3,9348,5.4,2919,1.7,308,0.2,187157,44241,23.6,97854,52.3,29975,16.0,11065,5.9,3599,1.9,423,0.2,208521,48222,23.1,109288,52.4,33290,16.0,13065,6.3,4194,2.0,462,0.2,220212,58349,26.5,110154,50.0,33940,15.4,13102,5.9,4112,1.9,555,0.3,217957,57195,26.2,107446,49.3,33991,15.6,14098,6.5,4521,2.1,706,0.3,228981,57057,24.9,113620,49.6,37016,16.2,15586,6.8,4842,2.1,860,0.4,235251,55479,23.6,118475,50.4,37794,16.1,17107,7.3,5394,2.3,1002,0.4,229574,54514,23.7,114109,49.7,36019,15.7,17967,7.8,5816,2.5,1149,0.5,224175,50278,22.4,113115,50.5,34192,15.3,18782,8.4,6550,2.9,1258,0.6,227144,48762,21.5,107629,47.4,37750,16.6,23411,10.3,7964,3.5,1628,0.7,246596,54123,21.9,113174,45.9,41030,16.6,26782,10.9,9455,3.8,2032,0.8,230499,46764,20.3,101874,44.2,40915,17.8,28120,12.2,10545,4.6,2281,1.0,214734,41723,19.4,87990,41.0,40653,18.9,29409,13.7,12346,5.7,2613,1.2,190301,22090,11.6,78975,41.5,38854,20.4,31865,16.7,15613,8.2,2904,1.5,176386,20545,11.6,68878,39.0,36066,20.4,31080,17.6,16640,9.4,3177,1.8,181841,20759,11.4,70571,38.8,36851,20.3,31946,17.6,17969,9.9,3745,2.1,196256,27128,13.8,75416,38.4,37939,19.3,32737,16.7,19021,9.7,4015,2.0
"Korean Red Cross","Southern Seoul",Men,149974,29271,19.5,89573,59.7,21314,14.2,7303,4.9,2296,1.5,217,0.1,151475,31366,20.7,84777,56.0,24215,16.0,8331,5.5,2487,1.6,299,0.2,136271,28251,20.7,74254,54.5,23019,16.9,8006,5.9,2458,1.8,283,0.2,143313,28697,20.0,76395,53.3,25557,17.8,9286,6.5,2999,2.1,379,0.3,154754,28994,18.7,82791,53.5,27974,18.1,11035,7.1,3549,2.3,411,0.3,161920,35807,22.1,82623,51.0,28381,17.5,11120,6.9,3491,2.2,498,0.3,160365,35827,22.3,79819,49.8,28226,17.6,11991,7.5,3857,2.4,645,0.4,166236,35419,21.3,82836,49.8,30203,18.2,13010,7.8,4038,2.4,730,0.4,172180,33996,19.7,87770,51.0,30835,17.9,14193,8.2,4525,2.6,861,0.5,170207,33932,19.9,85941,50.5,29410,17.3,15078,8.9,4858,2.9,988,0.6,165554,31072,18.8,85139,51.4,27477,16.6,15393,9.3,5414,3.3,1059,0.6,169319,31503,18.6,81817,48.3,29525,17.4,18801,11.1,6331,3.7,1342,0.8,185180,35391,19.1,87312,47.1,31889,17.2,21448,11.6,7518,4.1,1622,0.9,173905,30955,17.8,78871,45.4,31562,18.1,22311,12.8,8307,4.8,1899,1.1,160320,27756,17.3,66663,41.6,31117,19.4,23031,14.4,9657,6.0,2096,1.3,144323,15050,10.4,60097,41.6,29322,20.3,24961,17.3,12631,8.8,2262,1.6,132869,14614,11.0,51508,38.8,27033,20.3,24173,18.2,13111,9.9,2430,1.8,132872,14829,11.2,51132,38.5,26537,20.0,24176,18.2,13514,10.2,2684,2.0,147219,20110,13.7,56087,38.1,27713,18.8,25548,17.4,14656,10.0,3105,2.1
"Korean Red Cross","Southern Seoul",Women,30891,12243,39.6,14379,46.5,2742,8.9,1139,3.7,362,1.2,26,0.1,38322,13739,35.9,19156,50.0,3555,9.3,1360,3.5,490,1.3,22,0.1,36529,13268,36.3,18054,49.4,3379,9.3,1342,3.7,461,1.3,25,0.1,43844,15544,35.5,21459,48.9,4418,10.1,1779,4.1,600,1.4,44,0.1,53767,19228,35.8,26497,49.3,5316,9.9,2030,3.8,645,1.2,51,0.1,58292,22542,38.7,27531,47.2,5559,9.5,1982,3.4,621,1.1,57,0.1,57592,21368,37.1,27627,48.0,5765,10.0,2107,3.7,664,1.2,61,0.1,62745,21638,34.5,30784,49.1,6813,10.9,2576,4.1,804,1.3,130,0.2,63071,21483,34.1,30705,48.7,6959,11.0,2914,4.6,869,1.4,141,0.2,59367,20582,34.7,28168,47.4,6609,11.1,2889,4.9,958,1.6,161,0.3,58621,19206,32.8,27976,47.7,6715,11.5,3389,5.8,1136,1.9,199,0.3,57825,17259,29.8,25812,44.6,8225,14.2,4610,8.0,1633,2.8,286,0.5,61416,18732,30.5,25862,42.1,9141,14.9,5334,8.7,1937,3.2,410,0.7,56594,15809,27.9,23003,40.6,9353,16.5,5809,10.3,2238,4.0,382,0.7,54414,13967,25.7,21327,39.2,9536,17.5,6378,11.7,2689,4.9,517,1.0,45978,7040,15.3,18878,41.1,9532,20.7,6904,15.0,2982,6.5,642,1.4,43517,5931,13.6,17370,39.9,9033,20.8,6907,15.9,3529,8.1,747,1.7,48969,5930,12.1,19439,39.7,10314,21.1,7770,15.9,4455,9.1,1061,2.2,49037,7018,14.3,19329,39.4,10226,20.9,7189,14.7,4365,8.9,910,1.9
"Korean Red Cross","Eastern Seoul",Men+Women,195539,64525,33.0,101478,51.9,19083,9.8,7934,4.1,2299,1.2,220,0.1,200418,70736,35.3,93836,46.8,22904,11.4,9725,4.9,2938,1.5,279,0.1,181977,79135,43.5,70875,38.9,20697,11.4,8259,4.5,2803,1.5,208,0.1,198135,89669,45.3,74350,37.5,21533,10.9,9078,4.6,3247,1.6,258,0.1,213194,93342,43.8,79698,37.4,23807,11.2,11923,5.6,4093,1.9,331,0.2,248947,110509,44.4,87814,35.3,29287,11.8,15335,6.2,5352,2.1,650,0.3,265040,112833,42.6,94400,35.6,32272,12.2,18293,6.9,6350,2.4,892,0.3,276024,113570,41.1,101448,36.8,32932,11.9,19805,7.2,7135,2.6,1134,0.4,295350,109588,37.1,120945,40.9,34693,11.7,21001,7.1,7665,2.6,1458,0.5,315316,112848,35.8,132552,42.0,36156,11.5,23570,7.5,8474,2.7,1716,0.5,298738,100234,33.6,126356,42.3,35014,11.7,25519,8.5,9407,3.1,2208,0.7,273327,80247,29.4,115950,42.4,35597,13.0,28296,10.4,10726,3.9,2511,0.9,279786,83985,30.0,113252,40.5,36688,13.1,31064,11.1,12000,4.3,2797,1.0,279045,78378,28.1,109352,39.2,39287,14.1,34365,12.3,14436,5.2,3227,1.2,259856,68956,26.5,94578,36.4,39162,15.1,36692,14.1,16819,6.5,3649,1.4,231788,38497,16.6,91560,39.5,38341,16.5,38615,16.7,20598,8.9,4177,1.8,230555,36756,15.9,88706,38.5,37968,16.5,39253,17.0,23022,10.0,4850,2.1,238256,32302,13.6,90853,38.1,40094,16.8,41950,17.6,27102,11.4,5955,2.5,255780,36316,14.2,97911,38.3,42398,16.6,43884,17.2,28966,11.3,6305,2.5
"Korean Red Cross","Eastern Seoul",Men,158684,45885,28.9,88682,55.9,15810,10.0,6205,3.9,1910,1.2,192,0.1,150842,44189,29.3,77796,51.6,18773,12.4,7462,4.9,2364,1.6,258,0.2,127101,47320,37.2,54397,42.8,16743,13.2,6262,4.9,2188,1.7,191,0.2,134437,51614,38.4,56077,41.7,17091,12.7,6841,5.1,2600,1.9,214,0.2,141685,52568,37.1,57881,40.9,18591,13.1,9072,6.4,3286,2.3,287,0.2,162081,61110,37.7,61673,38.1,22646,14.0,11742,7.2,4327,2.7,583,0.4,171213,62716,36.6,64292,37.6,24172,14.1,13995,8.2,5241,3.1,797,0.5,181050,63804,35.2,70512,38.9,24902,13.8,15046,8.3,5781,3.2,1005,0.6,198140,59984,30.3,88018,44.4,26722,13.5,16021,8.1,6112,3.1,1283,0.6,213068,63058,29.6,96361,45.2,27773,13.0,17730,8.3,6639,3.1,1507,0.7,206563,56976,27.6,93613,45.3,27089,13.1,19471,9.4,7497,3.6,1917,0.9,195744,47668,24.4,88785,45.4,27133,13.9,21553,11.0,8420,4.3,2185,1.1,201327,50080,24.9,87711,43.6,28036,13.9,23787,11.8,9338,4.6,2375,1.2,201187,46981,23.4,84774,42.1,29667,14.7,26023,12.9,11091,5.5,2651,1.3,186199,40779,21.9,72061,38.7,29728,16.0,27882,15.0,12838,6.9,2911,1.6,171190,23630,13.8,70064,40.9,28715,16.8,29522,17.2,15949,9.3,3310,1.9,167635,22859,13.6,66136,39.5,28157,16.8,29299,17.5,17390,10.4,3794,2.3,166638,19366,11.6,64417,38.7,28581,17.2,30354,18.2,19509,11.7,4411,2.6,180698,22859,12.7,70622,39.1,30138,16.7,31644,17.5,20762,11.5,4673,2.6
"Korean Red Cross","Eastern Seoul",Women,36855,18640,50.6,12796,34.7,3273,8.9,1729,4.7,389,1.1,28,0.1,49576,26547,53.5,16040,32.4,4131,8.3,2263,4.6,574,1.2,21,-,54876,31815,58.0,16478,30.0,3954,7.2,1997,3.6,615,1.1,17,-,63698,38055,59.7,18273,28.7,4442,7.0,2237,3.5,647,1.0,44,0.1,71509,40774,57.0,21817,30.5,5216,7.3,2851,4.0,807,1.1,44,0.1,86866,49399,56.9,26141,30.1,6641,7.6,3593,4.1,1025,1.2,67,0.1,93827,50117,53.4,30108,32.1,8100,8.6,4298,4.6,1109,1.2,95,0.1,94974,49766,52.4,30936,32.6,8030,8.5,4759,5.0,1354,1.4,129,0.1,97210,49604,51.0,32927,33.9,7971,8.2,4980,5.1,1553,1.6,175,0.2,102248,49790,48.7,36191,35.4,8383,8.2,5840,5.7,1835,1.8,209,0.2,92175,43258,46.9,32743,35.5,7925,8.6,6048,6.6,1910,2.1,291,0.3,77583,32579,42.0,27165,35.0,8464,10.9,6743,8.7,2306,3.0,326,0.4,78459,33905,43.2,25541,32.6,8652,11.0,7277,9.3,2662,3.4,422,0.5,77858,31397,40.3,24578,31.6,9620,12.4,8342,10.7,3345,4.3,576,0.7,73657,28177,38.3,22517,30.6,9434,12.8,8810,12.0,3981,5.4,738,1.0,60598,14867,24.5,21496,35.5,9626,15.9,9093,15.0,4649,7.7,867,1.4,62920,13897,22.1,22570,35.9,9811,15.6,9954,15.8,5632,9.0,1056,1.7,71618,12936,18.1,26436,36.9,11513,16.1,11596,16.2,7593,10.6,1544,2.2,75082,13457,17.9,27289,36.3,12260,16.3,12240,16.3,8204,10.9,1632,2.2
"Korean Red Cross","Busan",Men+Women,213224,63337,29.7,109657,51.4,30528,14.3,7383,3.5,2152,1.0,167,0.1,212569,70725,33.3,108185,50.9,22830,10.7,8119,3.8,2514,1.2,196,0.1,189623,62136,32.8,90235,47.6,26749,14.1,7685,4.1,2571,1.4,247,0.1,210269,77697,37.0,91036,43.3,28976,13.8,9128,4.3,3179,1.5,253,0.1,216812,76152,35.1,94338,43.5,32161,14.8,10085,4.7,3798,1.8,278,0.1,233394,92779,39.8,93729,40.2,31840,13.6,10552,4.5,4097,1.8,397,0.2,217017,88802,40.9,86218,39.7,27260,12.6,10240,4.7,4097,1.9,400,0.2,218875,81648,37.3,92553,42.3,28261,12.9,11510,5.3,4419,2.0,484,0.2,230923,86239,37.3,100591,43.6,25527,11.1,13008,5.6,4891,2.1,667,0.3,235796,82400,34.9,105779,44.9,26128,11.1,14900,6.3,5771,2.4,818,0.3,238001,85423,35.9,103201,43.4,25581,10.7,16219,6.8,6475,2.7,1102,0.5,204844,69954,34.1,82141,40.1,26155,12.8,17823,8.7,7390,3.6,1381,0.7,215205,68611,31.9,83907,39.0,30881,14.3,20858,9.7,9060,4.2,1888,0.9,223597,68909,30.8,85500,38.2,32724,14.6,23509,10.5,10697,4.8,2258,1.0,213561,65107,30.5,77923,36.5,31172,14.6,24910,11.7,11900,5.6,2549,1.2,197302,44895,22.8,71958,36.5,31526,16.0,30392,15.4,15385,7.8,3146,1.6,194786,46708,24.0,70506,36.2,28814,14.8,29222,15.0,15999,8.2,3537,1.8,204171,40594,19.9,78175,38.3,31251,15.3,32002,15.7,17829,8.7,4320,2.1,205695,43863,21.3,78071,38.0,30094,14.6,31607,15.4,17822,8.7,4238,2.1
"Korean Red Cross","Busan",Men,163134,39611,24.3,87189,53.4,28024,17.2,6301,3.9,1860,1.1,149,0.1,160286,44939,28.0,86243,53.8,19898,12.4,6858,4.3,2165,1.4,183,0.1,147725,40879,27.7,73895,50.0,24027,16.3,6495,4.4,2198,1.5,231,0.2,157411,50059,31.8,71211,45.2,25647,16.3,7583,4.8,2684,1.7,227,0.1,160198,47231,29.5,72756,45.4,28349,17.7,8405,5.2,3237,2.0,220,0.1,167419,57570,34.4,69879,41.7,27678,16.5,8532,5.1,3448,2.1,312,0.2,150860,52908,35.1,62963,41.7,23105,15.3,8112,5.4,3448,2.3,324,0.2,152398,48760,32.0,67317,44.2,23258,15.3,9058,5.9,3631,2.4,374,0.2,156401,49745,31.8,71929,46.0,20103,12.9,10098,6.5,4001,2.6,525,0.3,156994,45358,28.9,75077,47.8,20092,12.8,11150,7.1,4656,3.0,661,0.4,158533,48798,30.8,71910,45.4,19553,12.3,12263,7.7,5126,3.2,883,0.6,143066,44058,30.8,58347,40.8,20214,14.1,13572,9.5,5758,4.0,1117,0.8,151757,42817,28.2,60373,39.8,24215,16.0,15870,10.5,6989,4.6,1493,1.0,156593,42584,27.2,61178,39.1,25486,16.3,17548,11.2,8071,5.2,1726,1.1,149783,40385,27.0,55765,37.2,23919,16.0,18834,12.6,8933,6.0,1947,1.3,138067,28138,20.4,49938,36.2,23435,17.0,22665,16.4,11447,8.3,2444,1.8,135511,30332,22.4,48071,35.5,21069,15.5,21569,15.9,11734,8.7,2736,2.0,138212,25956,18.8,52145,37.7,21754,15.7,22946,16.6,12315,8.9,3096,2.2,142395,29837,21.0,53420,37.5,20974,14.7,22594,15.9,12435,8.7,3135,2.2
"Korean Red Cross","Busan",Women,50090,23726,47.4,22468,44.9,2504,5.0,1082,2.2,292,0.6,18,-,52283,25786,49.3,21942,42.0,2932,5.6,1261,2.4,349,0.7,13,-,41898,21257,50.7,16340,39.0,2722,6.5,1190,2.8,373,0.9,16,-,52858,27638,52.3,19825,37.5,3329,6.3,1545,2.9,495,0.9,26,-,56614,28921,51.1,21582,38.1,3812,6.7,1680,3.0,561,1.0,58,0.1,65975,35209,53.4,23850,36.2,4162,6.3,2020,3.1,649,1.0,85,0.1,66157,35894,54.3,23255,35.2,4155,6.3,2128,3.2,649,1.0,76,0.1,66477,32888,49.5,25236,38.0,5003,7.5,2452,3.7,788,1.2,110,0.2,74522,36494,49.0,28662,38.5,5424,7.3,2910,3.9,890,1.2,142,0.2,78802,37042,47.0,30702,39.0,6036,7.7,3750,4.8,1115,1.4,157,0.2,79468,36625,46.1,31291,39.4,6028,7.6,3956,5.0,1349,1.7,219,0.3,61778,25896,41.9,23794,38.5,5941,9.6,4251,6.9,1632,2.6,264,0.4,63448,25794,40.7,23534,37.1,6666,10.5,4988,7.9,2071,3.3,395,0.6,67004,26325,39.3,24322,36.3,7238,10.8,5961,8.9,2626,3.9,532,0.8,63778,24722,38.8,22158,34.7,7253,11.4,6076,9.5,2967,4.7,602,0.9,59235,16757,28.3,22020,37.2,8091,13.7,7727,13.0,3938,6.6,702,1.2,59275,16376,27.6,22435,37.8,7745,13.1,7653,12.9,4265,7.2,801,1.4,65959,14638,22.2,26030,39.5,9497,14.4,9056,13.7,5514,8.4,1224,1.9,63300,14026,22.2,24651,38.9,9120,14.4,9013,14.2,5387,8.5,1103,1.7
"Korean Red Cross","Daegu/Gyeungbook",Men+Women,194152,68467,35.3,89573,46.1,24652,12.7,8798,4.5,2519,1.3,143,0.1,188941,69968,37.0,88053,46.6,19588,10.4,8668,4.6,2533,1.3,131,0.1,157399,62209,39.5,68663,43.6,17030,10.8,7162,4.6,2170,1.4,165,0.1,188025,74404,39.6,82943,44.1,20166,10.7,7845,4.2,2443,1.3,224,0.1,215479,80229,37.2,97722,45.4,22508,10.4,11213,5.2,3528,1.6,279,0.1,213269,83619,39.2,92043,43.2,22160,10.4,11344,5.3,3708,1.7,395,0.2,211723,85775,40.5,89089,42.1,21412,10.1,11140,5.3,3846,1.8,461,0.2,226824,88404,39.0,97263,42.9,23757,10.5,12302,5.4,4590,2.0,508,0.2,244750,89741,36.7,110020,45.0,25745,10.5,13612,5.6,5035,2.1,597,0.2,263765,95345,36.1,118101,44.8,27784,10.5,15861,6.0,5958,2.3,716,0.3,260227,89181,34.3,116454,44.8,28329,10.9,18404,7.1,6915,2.7,944,0.4,236895,80325,33.9,97497,41.2,29859,12.6,20397,8.6,7734,3.3,1083,0.5,240774,77192,32.1,97039,40.3,31714,13.2,24231,10.1,9285,3.9,1313,0.5,246155,78570,31.9,94578,38.4,33141,13.5,27473,11.2,10800,4.4,1593,0.6,232481,70675,30.4,84831,36.5,32717,14.1,29546,12.7,12793,5.5,1919,0.8,196373,39810,20.3,68550,34.9,33455,17.0,34308,17.5,17548,8.9,2702,1.4,225330,50044,22.2,81088,36.0,34537,15.3,37005,16.4,19425,8.6,3231,1.4,225154,44830,19.9,87446,38.8,33178,14.7,36150,16.1,20023,8.9,3527,1.6,229715,49344,21.5,88909,38.7,32534,14.2,35686,15.5,19951,8.7,3291,1.4
"Korean Red Cross","Daegu/Gyeungbook",Men,146703,45536,31.0,69397,47.3,22100,15.1,7423,5.1,2137,1.5,110,0.1,139819,45027,32.2,67990,48.6,17115,12.2,7369,5.3,2205,1.6,113,0.1,117241,40386,34.4,53580,45.7,15075,12.9,6129,5.2,1927,1.6,144,0.1,132309,44328,33.5,61685,46.6,17431,13.2,6540,4.9,2126,1.6,199,0.2,151628,47181,31.1,72738,48.0,18853,12.4,9518,6.3,3094,2.0,244,0.2,146567,47832,32.6,67520,46.1,18224,12.4,9463,6.5,3182,2.2,346,0.2,142391,48942,34.4,63640,44.7,17148,12.0,8982,6.3,3286,2.3,393,0.3,152043,49658,32.7,69486,45.7,18799,12.4,9746,6.4,3916,2.6,438,0.3,166006,50441,30.4,79151,47.7,20653,12.4,10978,6.6,4255,2.6,528,0.3,178406,52822,29.6,85317,47.8,22042,12.4,12612,7.1,4983,2.8,630,0.4,177684,49940,28.1,84503,47.6,22338,12.6,14430,8.1,5685,3.2,788,0.4,168424,49541,29.4,71720,42.6,23719,14.1,16064,9.5,6440,3.8,940,0.6,172578,47374,27.5,72803,42.2,24679,14.3,18961,11.0,7599,4.4,1162,0.7,176709,48723,27.6,70615,40.0,25791,14.6,21469,12.1,8710,4.9,1401,0.8,167290,43955,26.3,62946,37.6,25683,15.4,23009,13.8,10072,6.0,1625,1.0,139286,23789,17.1,48737,35.0,25507,18.3,25820,18.5,13305,9.6,2128,1.5,159155,31731,19.9,56709,35.6,26075,16.4,27491,17.3,14609,9.2,2540,1.6,158967,28923,18.2,62086,39.1,24662,15.5,26258,16.5,14422,9.1,2616,1.6,167443,33886,20.2,64793,38.7,24547,14.7,26694,15.9,14978,8.9,2545,1.5
"Korean Red Cross","Daegu/Gyeungbook",Women,47449,22931,48.3,20176,42.5,2552,5.4,1375,2.9,382,0.8,33,0.1,49122,24941,50.8,20063,40.8,2473,5.0,1299,2.6,328,0.7,18,-,40158,21823,54.3,15083,37.6,1955,4.9,1033,2.6,243,0.6,21,0.1,55716,30076,54.0,21258,38.2,2735,4.9,1305,2.3,317,0.6,25,-,63851,33048,51.8,24984,39.1,3655,5.7,1695,2.7,434,0.7,35,0.1,66702,35787,53.7,24523,36.8,3936,5.9,1881,2.8,526,0.8,49,0.1,69332,36833,53.1,25449,36.7,4264,6.2,2158,3.1,560,0.8,68,0.1,74781,38746,51.8,27777,37.1,4958,6.6,2556,3.4,674,0.9,70,0.1,78744,39300,49.9,30869,39.2,5092,6.5,2634,3.3,780,1.0,69,0.1,85359,42523,49.8,32784,38.4,5742,6.7,3249,3.8,975,1.1,86,0.1,82543,39241,47.5,31951,38.7,5991,7.3,3974,4.8,1230,1.5,156,0.2,68471,30784,45.0,25777,37.6,6140,9.0,4333,6.3,1294,1.9,143,0.2,68196,29818,43.7,24236,35.5,7035,10.3,5270,7.7,1686,2.5,151,0.2,69446,29847,43.0,23963,34.5,7350,10.6,6004,8.6,2090,3.0,192,0.3,65191,26720,41.0,21885,33.6,7034,10.8,6537,10.0,2721,4.2,294,0.5,57087,16021,28.1,19813,34.7,7948,13.9,8488,14.9,4243,7.4,574,1.0,66175,18313,27.7,24379,36.8,8462,12.8,9514,14.4,4816,7.3,691,1.0,66187,15907,24.0,25360,38.3,8516,12.9,9892,14.9,5601,8.5,911,1.4,62272,15458,24.8,24116,38.7,7987,12.8,8992,14.4,4973,8.0,746,1.2
