"Donation Source(1)","Donation Source(2)",Gender,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"Korean Red Cross","Incheon",Men+Women,129274,55412,42.9,53100,41.1,13810,10.7,5666,4.4,1213,0.9,73,0.1,120981,50366,41.6,49473,40.9,13923,11.5,5812,4.8,1330,1.1,77,0.1,110095,45099,41.0,42756,38.8,14866,13.5,5759,5.2,1542,1.4,73,0.1,121802,50337,41.3,46883,38.5,15978,13.1,6606,5.4,1853,1.5,145,0.1,130869,51233,39.1,52135,39.8,16852,12.9,8052,6.2,2386,1.8,211,0.2,154248,69455,45.0,55561,36.0,17577,11.4,8452,5.5,2934,1.9,269,0.2,174910,84849,48.5,56181,32.1,19445,11.1,10347,5.9,3737,2.1,351,0.2,173438,77475,44.7,58892,34.0,20779,12.0,11505,6.6,4304,2.5,483,0.3,177812,73839,41.5,63876,35.9,22220,12.5,12366,7.0,4916,2.8,595,0.3,185747,74517,40.1,68582,36.9,23021,12.4,13633,7.3,5355,2.9,639,0.3,180847,69102,38.2,67433,37.3,22435,12.4,15106,8.4,5944,3.3,827,0.5,161744,55600,34.4,58481,36.2,23358,14.4,16456,10.2,6741,4.2,1108,0.7,163533,52387,32.0,59377,36.3,24198,14.8,18435,11.3,7757,4.7,1379,0.8,157317,46763,29.7,54043,34.4,25633,16.3,20363,12.9,8859,5.6,1656,1.1,158392,43654,27.6,53263,33.6,25723,16.2,22747,14.4,10950,6.9,2055,1.3,165074,27955,16.9,59398,36.0,29924,18.1,29620,17.9,15326,9.3,2851,1.7,166763,28249,16.9,57128,34.3,29875,17.9,31141,18.7,16895,10.1,3475,2.1,170709,23665,13.9,59071,34.6,31307,18.3,33616,19.7,18982,11.1,4068,2.4,176839,26406,14.9,62509,35.3,31734,17.9,33035,18.7,18922,10.7,4233,2.4
"Korean Red Cross","Incheon",Men,90515,32934,36.4,40707,45.0,11368,12.6,4456,4.9,982,1.1,68,0.1,86833,30020,34.6,39369,45.3,11616,13.4,4670,5.4,1095,1.3,63,0.1,79101,27236,34.4,33292,42.1,12626,16.0,4637,5.9,1240,1.6,70,0.1,86693,29599,34.1,36653,42.3,13474,15.5,5299,6.1,1537,1.8,131,0.2,89985,28477,31.6,39053,43.4,13894,15.4,6388,7.1,1989,2.2,184,0.2,102831,38379,37.3,40716,39.6,14243,13.9,6766,6.6,2485,2.4,242,0.2,115288,48150,41.8,40107,34.8,15429,13.4,8198,7.1,3093,2.7,311,0.3,114453,43679,38.2,41780,36.5,16113,14.1,8962,7.8,3514,3.1,405,0.4,117031,39808,34.0,45355,38.8,17502,15.0,9772,8.3,4103,3.5,491,0.4,124396,41228,33.1,49214,39.6,18075,14.5,10898,8.8,4468,3.6,513,0.4,121411,38824,32.0,48178,39.7,17300,14.2,11541,9.5,4891,4.0,677,0.6,113269,33131,29.2,43234,38.2,17917,15.8,12578,11.1,5483,4.8,926,0.8,115780,31190,26.9,44968,38.8,18258,15.8,14096,12.2,6149,5.3,1119,1.0,110801,27676,25.0,40030,36.1,19254,17.4,15466,14.0,7026,6.3,1349,1.2,112002,25858,23.1,39663,35.4,19254,17.2,17113,15.3,8485,7.6,1629,1.5,119383,16723,14.0,44042,36.9,22183,18.6,22266,18.7,11844,9.9,2325,1.9,119848,17492,14.6,41484,34.6,22157,18.5,23254,19.4,12696,10.6,2765,2.3,119983,14414,12.0,42145,35.1,22434,18.7,24456,20.4,13499,11.3,3035,2.5,127399,17388,13.6,45709,35.9,23003,18.1,24252,19.0,13825,10.9,3222,2.5
"Korean Red Cross","Incheon",Women,38759,22478,58.0,12393,32.0,2442,6.3,1210,3.1,231,0.6,5,-,34148,20346,59.6,10104,29.6,2307,6.8,1142,3.3,235,0.7,14,-,30994,17863,57.6,9464,30.5,2240,7.2,1122,3.6,302,1.0,3,-,35109,20738,59.1,10230,29.1,2504,7.1,1307,3.7,316,0.9,14,-,40884,22756,55.7,13082,32.0,2958,7.2,1664,4.1,397,1.0,27,0.1,51417,31076,60.4,14845,28.9,3334,6.5,1686,3.3,449,0.9,27,0.1,59622,36699,61.6,16074,27.0,4016,6.7,2149,3.6,644,1.1,40,0.1,58985,33796,57.3,17112,29.0,4666,7.9,2543,4.3,790,1.3,78,0.1,60781,34031,56.0,18521,30.5,4718,7.8,2594,4.3,813,1.3,104,0.2,61351,33289,54.3,19368,31.6,4946,8.1,2735,4.5,887,1.4,126,0.2,59436,30278,50.9,19255,32.4,5135,8.6,3565,6.0,1053,1.8,150,0.3,48475,22469,46.4,15247,31.5,5441,11.2,3878,8.0,1258,2.6,182,0.4,47753,21197,44.4,14409,30.2,5940,12.4,4339,9.1,1608,3.4,260,0.5,46516,19087,41.0,14013,30.1,6379,13.7,4897,10.5,1833,3.9,307,0.7,46390,17796,38.4,13600,29.3,6469,13.9,5634,12.1,2465,5.3,426,0.9,45691,11232,24.6,15356,33.6,7741,16.9,7354,16.1,3482,7.6,526,1.2,46915,10757,22.9,15644,33.3,7718,16.5,7887,16.8,4199,9.0,710,1.5,50726,9251,18.2,16926,33.4,8873,17.5,9160,18.1,5483,10.8,1033,2.0,49440,9018,18.2,16800,34.0,8731,17.7,8783,17.8,5097,10.3,1011,2.0
"Korean Red Cross","Ulsan",Men+Women,78750,26537,33.7,33699,42.8,12457,15.8,5018,6.4,1015,1.3,24,-,82109,26054,31.7,39251,47.8,10099,12.3,5381,6.6,1276,1.6,48,0.1,65432,22539,34.4,28683,43.8,8513,13.0,4558,7.0,1091,1.7,48,0.1,71284,26491,37.2,29215,41.0,9265,13.0,4962,7.0,1290,1.8,61,0.1,73928,28912,39.1,28621,38.7,9158,12.4,5483,7.4,1641,2.2,113,0.2,74278,32045,43.1,26146,35.2,8651,11.6,5451,7.3,1863,2.5,122,0.2,73504,32894,44.8,24938,33.9,8592,11.7,5167,7.0,1759,2.4,154,0.2,79081,34109,43.1,26390,33.4,9802,12.4,6344,8.0,2246,2.8,190,0.2,81305,33454,41.1,28660,35.2,10092,12.4,6307,7.8,2553,3.1,239,0.3,89410,32551,36.4,33392,37.3,13318,14.9,6921,7.7,2972,3.3,256,0.3,93740,35980,38.4,32771,35.0,12870,13.7,8338,8.9,3375,3.6,406,0.4,87323,33916,38.8,27306,31.3,12845,14.7,9052,10.4,3746,4.3,458,0.5,86261,33000,38.3,26314,30.5,12774,14.8,9572,11.1,4095,4.7,506,0.6,86711,32222,37.2,26173,30.2,12226,14.1,10709,12.4,4718,5.4,663,0.8,91599,32706,35.7,26308,28.7,12872,14.1,12371,13.5,6434,7.0,908,1.0,82518,17795,21.6,23105,28.0,14249,17.3,16319,19.8,9716,11.8,1334,1.6,83549,21290,25.5,22052,26.4,12977,15.5,15682,18.8,9818,11.8,1730,2.1,87119,21164,24.3,24781,28.4,13484,15.5,15916,18.3,9891,11.4,1883,2.2,99261,23716,23.9,28019,28.2,15973,16.1,18266,18.4,11171,11.3,2116,2.1
"Korean Red Cross","Ulsan",Men,61828,17197,27.8,27705,44.8,11452,18.5,4523,7.3,929,1.5,22,-,64903,16839,25.9,32999,50.8,8965,13.8,4881,7.5,1173,1.8,46,0.1,52640,15587,29.6,24304,46.2,7600,14.4,4100,7.8,1003,1.9,46,0.1,56031,17904,32.0,24168,43.1,8266,14.8,4456,8.0,1178,2.1,59,0.1,57357,19124,33.3,23723,41.4,8019,14.0,4859,8.5,1519,2.6,113,0.2,55041,20303,36.9,20767,37.7,7422,13.5,4710,8.6,1730,3.1,109,0.2,54331,21495,39.6,19419,35.7,7249,13.3,4408,8.1,1616,3.0,144,0.3,57870,22062,38.1,20052,34.7,8171,14.1,5414,9.4,1991,3.4,180,0.3,60388,22057,36.5,22149,36.7,8399,13.9,5296,8.8,2271,3.8,216,0.4,68146,21921,32.2,26345,38.7,11294,16.6,5743,8.4,2610,3.8,233,0.3,70085,24046,34.3,25275,36.1,10673,15.2,6805,9.7,2923,4.2,363,0.5,65717,23160,35.2,21167,32.2,10574,16.1,7241,11.0,3170,4.8,405,0.6,65900,22964,34.8,20838,31.6,10494,15.9,7728,11.7,3428,5.2,448,0.7,66006,22098,33.5,20789,31.5,9892,15.0,8701,13.2,3966,6.0,560,0.8,68561,21851,31.9,20356,29.7,10298,15.0,9908,14.5,5377,7.8,771,1.1,63660,11958,18.8,17614,27.7,11520,18.1,13200,20.7,8240,12.9,1128,1.8,63842,14672,23.0,16904,26.5,10309,16.1,12423,19.5,8040,12.6,1494,2.3,64183,14303,22.3,18444,28.7,10274,16.0,12100,18.9,7568,11.8,1494,2.3,73750,16190,22.0,20828,28.2,12149,16.5,14016,19.0,8786,11.9,1781,2.4
"Korean Red Cross","Ulsan",Women,16922,9340,55.2,5994,35.4,1005,5.9,495,2.9,86,0.5,2,-,17206,9215,53.6,6252,36.3,1134,6.6,500,2.9,103,0.6,2,-,12792,6952,54.3,4379,34.2,913,7.1,458,3.6,88,0.7,2,-,15253,8587,56.3,5047,33.1,999,6.5,506,3.3,112,0.7,2,-,16571,9788,59.1,4898,29.6,1139,6.9,624,3.8,122,0.7,-,-,19237,11742,61.0,5379,28.0,1229,6.4,741,3.9,133,0.7,13,0.1,19173,11399,59.5,5519,28.8,1343,7.0,759,4.0,143,0.7,10,0.1,21211,12047,56.8,6338,29.9,1631,7.7,930,4.4,255,1.2,10,-,20917,11397,54.5,6511,31.1,1693,8.1,1011,4.8,282,1.3,23,0.1,21264,10630,50.0,7047,33.1,2024,9.5,1178,5.5,362,1.7,23,0.1,23655,11934,50.5,7496,31.7,2197,9.3,1533,6.5,452,1.9,43,0.2,21606,10756,49.8,6139,28.4,2271,10.5,1811,8.4,576,2.7,53,0.2,20361,10036,49.3,5476,26.9,2280,11.2,1844,9.1,667,3.3,58,0.3,20705,10124,48.9,5384,26.0,2334,11.3,2008,9.7,752,3.6,103,0.5,23038,10855,47.1,5952,25.8,2574,11.2,2463,10.7,1057,4.6,137,0.6,18858,5837,31.0,5491,29.1,2729,14.5,3119,16.5,1476,7.8,206,1.1,19707,6618,33.6,5148,26.1,2668,13.5,3259,16.5,1778,9.0,236,1.2,22936,6861,29.9,6337,27.6,3210,14.0,3816,16.6,2323,10.1,389,1.7,25511,7526,29.5,7191,28.2,3824,15.0,4250,16.7,2385,9.3,335,1.3
"Korean Red Cross","Gyeonggi",Men+Women,138362,37853,27.4,63218,45.7,27793,20.1,7782,5.6,1634,1.2,82,0.1,141702,50115,35.4,57478,40.6,23441,16.5,8625,6.1,1939,1.4,104,0.1,129115,45722,35.4,51105,39.6,21247,16.5,8889,6.9,1983,1.5,169,0.1,141557,50017,35.3,55297,39.1,22763,16.1,10464,7.4,2782,2.0,234,0.2,164801,57085,34.6,63629,38.6,26979,16.4,13277,8.1,3566,2.2,265,0.2,171279,67813,39.6,58851,34.4,26881,15.7,13415,7.8,3955,2.3,364,0.2,176589,74360,42.1,57920,32.8,26280,14.9,13436,7.6,4147,2.3,446,0.3,175742,63554,36.2,62707,35.7,29056,16.5,14725,8.4,5146,2.9,554,0.3,191262,64752,33.9,72070,37.7,31055,16.2,16574,8.7,6047,3.2,764,0.4,206206,66578,32.3,79989,38.8,32248,15.6,19331,9.4,7096,3.4,964,0.5,218748,69610,31.8,83769,38.3,33545,15.3,22726,10.4,8007,3.7,1091,0.5,205267,60165,29.3,72979,35.6,34321,16.7,26964,13.1,9439,4.6,1399,0.7,210813,59258,28.1,75600,35.9,34752,16.5,28941,13.7,10654,5.1,1608,0.8,203912,48114,23.6,73879,36.2,36619,18.0,31245,15.3,12254,6.0,1801,0.9,211170,51412,24.3,68770,32.6,38326,18.1,35305,16.7,15004,7.1,2353,1.1,225902,35054,15.5,74682,33.1,43423,19.2,46576,20.6,22565,10.0,3602,1.6,225736,35981,15.9,72958,32.3,42436,18.8,46356,20.5,24080,10.7,3925,1.7,216807,30266,14.0,72759,33.6,40511,18.7,44347,20.5,24440,11.3,4484,2.1,225163,32747,14.5,77031,34.2,41561,18.5,44639,19.8,24688,11.0,4497,2.0
"Korean Red Cross","Gyeonggi",Men,117416,28680,24.4,54037,46.0,26046,22.2,7074,6.0,1515,1.3,64,0.1,114908,36689,31.9,47634,41.5,21101,18.4,7618,6.6,1779,1.5,87,0.1,102817,31916,31.0,42080,40.9,19024,18.5,7871,7.7,1785,1.7,141,0.1,110129,33736,30.6,44814,40.7,19850,18.0,9049,8.2,2478,2.3,202,0.2,122372,34993,28.6,49619,40.5,23029,18.8,11406,9.3,3100,2.5,225,0.2,123615,40438,32.7,45035,36.4,23004,18.6,11454,9.3,3363,2.7,321,0.3,126466,44702,35.3,44072,34.8,22297,17.6,11420,9.0,3578,2.8,397,0.3,128317,38703,30.2,47964,37.4,24346,19.0,12391,9.7,4426,3.4,487,0.4,140559,38780,27.6,55392,39.4,26217,18.7,14205,10.1,5284,3.8,681,0.5,151967,39954,26.3,61530,40.5,27014,17.8,16567,10.9,6095,4.0,807,0.5,159274,41308,25.9,63689,40.0,27602,17.3,18964,11.9,6774,4.3,937,0.6,154592,38543,24.9,57020,36.9,27730,17.9,22223,14.4,7872,5.1,1204,0.8,159730,38229,23.9,59583,37.3,27866,17.4,23876,14.9,8842,5.5,1334,0.8,156393,31027,19.8,58539,37.4,29386,18.8,25695,16.4,10239,6.5,1507,1.0,158935,32679,20.6,52877,33.3,30458,19.2,28709,18.1,12283,7.7,1929,1.2,171193,22913,13.4,56816,33.2,33627,19.6,36859,21.5,18116,10.6,2862,1.7,168602,23657,14.0,54011,32.0,32414,19.2,36133,21.4,19213,11.4,3174,1.9,158940,19541,12.3,52829,33.2,30285,19.1,34009,21.4,18847,11.9,3429,2.2,169324,22396,13.2,57407,33.9,31657,18.7,34771,20.5,19524,11.5,3569,2.1
"Korean Red Cross","Gyeonggi",Women,20946,9173,43.8,9181,43.8,1747,8.3,708,3.4,119,0.6,18,0.1,26794,13426,50.1,9844,36.7,2340,8.7,1007,3.8,160,0.6,17,0.1,26298,13806,52.5,9025,34.3,2223,8.5,1018,3.9,198,0.8,28,0.1,31428,16281,51.8,10483,33.4,2913,9.3,1415,4.5,304,1.0,32,0.1,42429,22092,52.1,14010,33.0,3950,9.3,1871,4.4,466,1.1,40,0.1,47664,27375,57.4,13816,29.0,3877,8.1,1961,4.1,592,1.2,43,0.1,50123,29658,59.2,13848,27.6,3983,7.9,2016,4.0,569,1.1,49,0.1,47425,24851,52.4,14743,31.1,4710,9.9,2334,4.9,720,1.5,67,0.1,50703,25972,51.2,16678,32.9,4838,9.5,2369,4.7,763,1.5,83,0.2,54239,26624,49.1,18459,34.0,5234,9.6,2764,5.1,1001,1.8,157,0.3,59474,28302,47.6,20080,33.8,5943,10.0,3762,6.3,1233,2.1,154,0.3,50675,21622,42.7,15959,31.5,6591,13.0,4741,9.4,1567,3.1,195,0.4,51083,21029,41.2,16017,31.4,6886,13.5,5065,9.9,1812,3.5,274,0.5,47519,17087,36.0,15340,32.3,7233,15.2,5550,11.7,2015,4.2,294,0.6,52235,18733,35.9,15893,30.4,7868,15.1,6596,12.6,2721,5.2,424,0.8,54709,12141,22.2,17866,32.7,9796,17.9,9717,17.8,4449,8.1,740,1.4,57134,12324,21.6,18947,33.2,10022,17.5,10223,17.9,4867,8.5,751,1.3,57867,10725,18.5,19930,34.4,10226,17.7,10338,17.9,5593,9.7,1055,1.8,55839,10351,18.5,19624,35.1,9904,17.7,9868,17.7,5164,9.2,928,1.7
"Korean Red Cross","Gangwon",Men+Women,83122,17740,21.3,57333,69.0,4960,6.0,2429,2.9,595,0.7,65,0.1,76585,15167,19.8,53442,69.8,4824,6.3,2400,3.1,691,0.9,61,0.1,64641,16449,25.4,39242,60.7,5997,9.3,2225,3.4,644,1.0,84,0.1,73273,19186,26.2,44150,60.3,6135,8.4,2695,3.7,997,1.4,110,0.2,79763,22632,28.4,44302,55.5,7604,9.5,3709,4.7,1392,1.7,124,0.2,83632,27058,32.4,42716,51.1,7914,9.5,4113,4.9,1641,2.0,190,0.2,92287,32044,34.7,43560,47.2,9413,10.2,4984,5.4,1993,2.2,293,0.3,108298,37395,34.5,53585,49.5,9298,8.6,5519,5.1,2166,2.0,335,0.3,120455,39084,32.4,61336,50.9,10691,8.9,6539,5.4,2421,2.0,384,0.3,128006,39955,31.2,65217,50.9,11860,9.3,7752,6.1,2783,2.2,439,0.3,149795,43909,29.3,79809,53.3,13231,8.8,9068,6.1,3283,2.2,495,0.3,149851,38399,25.6,80649,53.8,15284,10.2,11028,7.4,3826,2.6,665,0.4,154964,38546,24.9,83449,53.9,15681,10.1,11988,7.7,4494,2.9,806,0.5,161359,38665,24.0,86781,53.8,16005,9.9,13771,8.5,5168,3.2,969,0.6,153606,35141,22.9,78797,51.3,17227,11.2,15041,9.8,6263,4.1,1137,0.7,140670,21520,15.3,70780,50.3,18022,12.8,19111,13.6,9422,6.7,1815,1.3,134293,20514,15.3,67234,50.1,16584,12.3,18409,13.7,9593,7.1,1959,1.5,124866,16519,13.2,59108,47.3,17023,13.6,19673,15.8,10471,8.4,2072,1.7,132851,19997,15.1,63406,47.7,17451,13.1,19028,14.3,10737,8.1,2232,1.7
"Korean Red Cross","Gangwon",Men,75508,14495,19.2,54040,71.6,4314,5.7,2068,2.7,534,0.7,57,0.1,67686,11135,16.5,49728,73.5,4147,6.1,1996,2.9,622,0.9,58,0.1,55609,11845,21.3,35801,64.4,5400,9.7,1881,3.4,602,1.1,80,0.1,61668,13442,21.8,39657,64.3,5376,8.7,2225,3.6,868,1.4,100,0.2,64310,15185,23.6,38340,59.6,6475,10.1,2998,4.7,1200,1.9,112,0.2,66394,17960,27.1,36817,55.5,6691,10.1,3351,5.0,1395,2.1,180,0.3,72405,21332,29.5,37177,51.3,7815,10.8,4101,5.7,1709,2.4,271,0.4,85987,25398,29.5,46286,53.8,7670,8.9,4512,5.2,1808,2.1,313,0.4,95113,25418,26.7,53149,55.9,8850,9.3,5312,5.6,2041,2.1,343,0.4,99831,24830,24.9,56269,56.4,9798,9.8,6292,6.3,2238,2.2,404,0.4,116232,26830,23.1,68042,58.5,10908,9.4,7303,6.3,2688,2.3,461,0.4,122194,25470,20.8,71291,58.3,12638,10.3,9015,7.4,3175,2.6,605,0.5,127367,25971,20.4,74351,58.4,12942,10.2,9678,7.6,3686,2.9,739,0.6,134733,27159,20.2,78217,58.1,13058,9.7,11189,8.3,4238,3.1,872,0.6,127408,24108,18.9,70871,55.6,14073,11.0,12239,9.6,5132,4.0,985,0.8,117333,15379,13.1,63135,53.8,14670,12.5,15198,13.0,7434,6.3,1517,1.3,110113,13922,12.6,59089,53.7,13362,12.1,14442,13.1,7664,7.0,1634,1.5,98394,11516,11.7,49767,50.6,13069,13.3,14573,14.8,7817,7.9,1652,1.7,106032,14328,13.5,53759,50.7,13622,12.8,14481,13.7,8061,7.6,1781,1.7
"Korean Red Cross","Gangwon",Women,7614,3245,42.6,3293,43.2,646,8.5,361,4.7,61,0.8,8,0.1,8899,4032,45.3,3714,41.7,677,7.6,404,4.5,69,0.8,3,-,9032,4604,51.0,3441,38.1,597,6.6,344,3.8,42,0.5,4,-,11605,5744,49.5,4493,38.7,759,6.5,470,4.0,129,1.1,10,0.1,15453,7447,48.2,5962,38.6,1129,7.3,711,4.6,192,1.2,12,0.1,17238,9098,52.8,5899,34.2,1223,7.1,762,4.4,246,1.4,10,0.1,19882,10712,53.9,6383,32.1,1598,8.0,883,4.4,284,1.4,22,0.1,22311,11997,53.8,7299,32.7,1628,7.3,1007,4.5,358,1.6,22,0.1,25342,13666,53.9,8187,32.3,1841,7.3,1227,4.8,380,1.5,41,0.2,28175,15125,53.7,8948,31.8,2062,7.3,1460,5.2,545,1.9,35,0.1,33563,17079,50.9,11767,35.1,2323,6.9,1765,5.3,595,1.8,34,0.1,27657,12929,46.7,9358,33.8,2646,9.6,2013,7.3,651,2.4,60,0.2,27597,12575,45.6,9098,33.0,2739,9.9,2310,8.4,808,2.9,67,0.2,26626,11506,43.2,8564,32.2,2947,11.1,2582,9.7,930,3.5,97,0.4,26198,11033,42.1,7926,30.3,3154,12.0,2802,10.7,1131,4.3,152,0.6,23337,6141,26.3,7645,32.8,3352,14.4,3913,16.8,1988,8.5,298,1.3,24180,6592,27.3,8145,33.7,3222,13.3,3967,16.4,1929,8.0,325,1.3,26472,5003,18.9,9341,35.3,3954,14.9,5100,19.3,2654,10.0,420,1.6,26819,5669,21.1,9647,36.0,3829,14.3,4547,17.0,2676,10.0,451,1.7
"Korean Red Cross","Chungbook",Men+Women,77351,27909,36.1,39393,50.9,6512,8.4,2825,3.7,662,0.9,50,0.1,79003,28568,36.2,39951,50.6,6599,8.4,3033,3.8,803,1.0,49,0.1,72803,26716,36.7,34751,47.7,6989,9.6,3272,4.5,986,1.4,89,0.1,84951,33211,39.1,39885,47.0,7229,8.5,3384,4.0,1158,1.4,84,0.1,99447,37314,37.5,46881,47.1,8913,9.0,4573,4.6,1669,1.7,97,0.1,101209,39218,38.7,45935,45.4,9569,9.5,4700,4.6,1655,1.6,132,0.1,91354,36310,39.7,40725,44.6,8146,8.9,4257,4.7,1735,1.9,181,0.2,100097,39892,39.9,44638,44.6,8933,8.9,4620,4.6,1743,1.7,271,0.3,98145,37028,37.7,44951,45.8,9163,9.3,4928,5.0,1808,1.8,267,0.3,100191,36052,36.0,47067,47.0,9161,9.1,5550,5.5,2037,2.0,324,0.3,99627,37777,37.9,44121,44.3,9075,9.1,5963,6.0,2291,2.3,400,0.4,89342,32410,36.3,37408,41.9,9526,10.7,6816,7.6,2680,3.0,502,0.6,95644,33392,34.9,39120,40.9,11376,11.9,8011,8.4,3211,3.4,534,0.6,93808,30199,32.2,38207,40.7,12099,12.9,8959,9.6,3717,4.0,627,0.7,94251,30524,32.4,34909,37.0,13019,13.8,10434,11.1,4629,4.9,736,0.8,85748,18629,21.7,31077,36.2,13358,15.6,14215,16.6,7292,8.5,1177,1.4,84573,21877,25.9,28761,34.0,11698,13.8,13475,15.9,7343,8.7,1419,1.7,83820,18514,22.1,30290,36.1,11955,14.3,13655,16.3,7811,9.3,1595,1.9,85421,19113,22.4,32104,37.6,12067,14.1,13320,15.6,7269,8.5,1548,1.8
"Korean Red Cross","Chungbook",Men,60752,18615,30.6,33133,54.5,5815,9.6,2539,4.2,601,1.0,49,0.1,61782,18841,30.5,33616,54.4,5874,9.5,2681,4.3,721,1.2,49,0.1,58357,18032,30.9,30072,51.5,6340,10.9,2922,5.0,903,1.5,88,0.2,67104,22623,33.7,33907,50.5,6430,9.6,2993,4.5,1070,1.6,81,0.1,78801,25949,32.9,39312,49.9,7934,10.1,4008,5.1,1506,1.9,92,0.1,80021,27419,34.3,38211,47.8,8605,10.8,4173,5.2,1493,1.9,120,0.1,71818,25302,35.2,33951,47.3,7081,9.9,3744,5.2,1563,2.2,177,0.2,78316,27770,35.5,36849,47.1,7783,9.9,4078,5.2,1576,2.0,260,0.3,74971,24424,32.6,36430,48.6,7881,10.5,4368,5.8,1611,2.1,257,0.3,74594,22311,29.9,37806,50.7,7674,10.3,4723,6.3,1778,2.4,302,0.4,73575,23493,31.9,35264,47.9,7519,10.2,4954,6.7,1961,2.7,384,0.5,66760,20506,30.7,30207,45.2,7793,11.7,5487,8.2,2311,3.5,456,0.7,71989,21063,29.3,31859,44.3,9411,13.1,6444,9.0,2724,3.8,488,0.7,71508,19361,27.1,31157,43.6,9976,14.0,7306,10.2,3183,4.5,525,0.7,70263,19107,27.2,27659,39.4,10611,15.1,8421,12.0,3844,5.5,621,0.9,65938,12395,18.8,24669,37.4,10668,16.2,11347,17.2,5864,8.9,995,1.5,63824,14957,23.4,22231,34.8,9059,14.2,10528,16.5,5899,9.2,1150,1.8,61230,12325,20.1,22984,37.5,9083,14.8,9930,16.2,5695,9.3,1213,2.0,63581,12906,20.3,24799,39.0,9233,14.5,9971,15.7,5493,8.6,1179,1.9
"Korean Red Cross","Chungbook",Women,16599,9294,56.0,6260,37.7,697,4.2,286,1.7,61,0.4,1,-,17221,9727,56.5,6335,36.8,725,4.2,352,2.0,82,0.5,-,-,14446,8684,60.1,4679,32.4,649,4.5,350,2.4,83,0.6,1,-,17847,10588,59.3,5978,33.5,799,4.5,391,2.2,88,0.5,3,-,20646,11365,55.0,7569,36.7,979,4.7,565,2.7,163,0.8,5,-,21188,11799,55.7,7724,36.5,964,4.5,527,2.5,162,0.8,12,0.1,19536,11008,56.3,6774,34.7,1065,5.5,513,2.6,172,0.9,4,-,21781,12122,55.7,7789,35.8,1150,5.3,542,2.5,167,0.8,11,0.1,23174,12604,54.4,8521,36.8,1282,5.5,560,2.4,197,0.9,10,-,25597,13741,53.7,9261,36.2,1487,5.8,827,3.2,259,1.0,22,0.1,26052,14284,54.8,8857,34.0,1556,6.0,1009,3.9,330,1.3,16,0.1,22582,11904,52.7,7201,31.9,1733,7.7,1329,5.9,369,1.6,46,0.2,23655,12329,52.1,7261,30.7,1965,8.3,1567,6.6,487,2.1,46,0.2,22300,10838,48.6,7050,31.6,2123,9.5,1653,7.4,534,2.4,102,0.5,23988,11417,47.6,7250,30.2,2408,10.0,2013,8.4,785,3.3,115,0.5,19810,6234,31.5,6408,32.3,2690,13.6,2868,14.5,1428,7.2,182,0.9,20749,6920,33.4,6530,31.5,2639,12.7,2947,14.2,1444,7.0,269,1.3,22590,6189,27.4,7306,32.3,2872,12.7,3725,16.5,2116,9.4,382,1.7,21840,6207,28.4,7305,33.4,2834,13.0,3349,15.3,1776,8.1,369,1.7
"Korean Red Cross","Daejeon/Sejong/Chungnaam",Men+Women,161312,61606,38.2,80329,49.8,12144,7.5,5469,3.4,1573,1.0,191,0.1,146852,54981,37.4,70486,48.0,12953,8.8,6475,4.4,1767,1.2,190,0.1,146597,60268,41.1,64466,44.0,13145,9.0,6758,4.6,1796,1.2,164,0.1,173234,68904,39.8,75316,43.5,17344,10.0,8928,5.2,2479,1.4,263,0.2,182777,62765,34.3,84971,46.5,20918,11.4,10793,5.9,2986,1.6,344,0.2,191985,74381,38.7,81954,42.7,20939,10.9,10959,5.7,3322,1.7,430,0.2,189737,76277,40.2,79819,42.1,19261,10.2,10527,5.5,3437,1.8,416,0.2,206246,80742,39.1,88488,42.9,20909,10.1,11730,5.7,3858,1.9,519,0.3,224050,80828,36.1,103250,46.1,22195,9.9,13031,5.8,4208,1.9,538,0.2,232017,83176,35.8,104425,45.0,24029,10.4,14955,6.4,4788,2.1,644,0.3,249164,86294,34.6,113764,45.7,25012,10.0,17348,7.0,5945,2.4,801,0.3,236491,83722,35.4,97896,41.4,27053,11.4,19800,8.4,7122,3.0,898,0.4,241112,83940,34.8,98502,40.9,28164,11.7,21523,8.9,7833,3.2,1150,0.5,248323,85115,34.3,97890,39.4,30026,12.1,24716,10.0,9192,3.7,1384,0.6,248778,82475,33.2,91300,36.7,32963,13.2,28754,11.6,11616,4.7,1670,0.7,238825,55554,23.3,84837,35.5,37904,15.9,39383,16.5,18448,7.7,2699,1.1,233429,61994,26.6,78920,33.8,33845,14.5,37167,15.9,18570,8.0,2933,1.3,237156,51328,21.6,86596,36.5,35124,14.8,39357,16.6,21177,8.9,3574,1.5,234603,49704,21.2,87709,37.4,33331,14.2,38546,16.4,21319,9.1,3994,1.7
