"Donation Source(1)",2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"Southenr Seoul",180865,481788,521527,432297,82.9,83,0.0,424095,81.3,8119,1.6,89230,17.1,71920,13.8,17310,3.3,189797,478846,544737,441857,81.1,86,0.0,432581,79.4,9190,1.7,102880,18.9,71680,13.2,31200,5.7,172800,458882,547351,465971,85.1,21,0.0,456441,83.4,9509,1.7,81380,14.9,64160,11.7,17220,3.1,187157,491228,651670,559020,85.8,35,0.0,548749,84.2,10236,1.6,92650,14.2,70720,10.9,21930,3.4,208521,546467,689261,558671,81.1,14,0.0,548045,79.5,10612,1.5,130590,18.9,102000,14.8,28590,4.1,220212,572890,672922,538942,80.1,7,0.0,525950,78.2,12985,1.9,133980,19.9,104880,15.6,29100,4.3,217957,567527,664665,541645,81.5,9,0.0,527797,79.4,13839,2.1,123020,18.5,95120,14.3,27900,4.2,228981,598277,655566,533226,81.3,10,0.0,519125,79.2,14091,2.1,122340,18.7,93840,14.3,28500,4.3,235251,583078,612439,487029,79.5,32,0.0,468178,76.4,18819,3.1,125410,20.5,80080,13.1,40802,6.7,4528,0.7,229574,552789,562954,419424,74.5,10,0.0,389196,69.1,30218,5.4,143530,25.5,80320,14.3,40332,7.2,22878,4.1,224175,519816,547272,396982,72.5,7,0.0,367369,67.1,29606,5.4,150290,27.5,85280,15.6,39424,7.2,25586,4.7,227144,531024,544925,397795,73.0,8,-,362554,66.5,35233,6.5,147130,27.0,86800,15.9,32946,6.0,27384,5.0,246596,600738,613593,443993,72.4,16,-,412845,67.3,31132,5.1,169600,27.6,107680,17.5,36659,6.0,25261,4.1,230499,572849,636934,466214,73.2,14,-,434560,68.2,31640,5.0,170720,26.8,107510,16.9,37195,5.8,26015,4.1
"Eastern Seoul",195539,474953,448972,328882,73.3,826,0.2,323954,72.2,4102,0.9,120090,26.7,89280,19.9,30810,6.9,200418,489834,474846,344996,72.7,758,0.2,339570,71.5,4668,1.0,129850,27.3,91840,19.3,38010,8.0,181977,488104,492055,385615,78.4,613,0.1,381183,77.5,3819,0.8,106440,21.6,93120,18.9,13320,2.7,198135,530832,518252,390802,75.4,338,0.1,387141,74.7,3323,0.6,127450,24.6,109600,21.1,17850,3.4,213194,543589,526804,383604,72.8,172,0.0,381874,72.5,1558,0.3,143200,27.2,110080,20.9,33120,6.3,248947,628510,624088,454518,72.8,175,0.0,443509,71.1,10834,1.7,169570,27.2,132880,21.3,36690,5.9,265040,666424,671957,510397,76.0,244,0.0,487480,72.5,22673,3.4,161560,24.0,127360,19.0,34200,5.1,276024,674125,687848,526108,76.5,197,0.0,496664,72.2,29247,4.3,161740,23.5,130480,19.0,31260,4.5,295350,674098,695466,495336,71.2,189,0.0,462846,66.6,32301,4.6,200130,28.8,134640,19.4,53545,7.7,11945,1.7,315316,673722,683149,451839,66.1,142,0.0,419354,61.4,32343,4.7,231310,33.9,136960,20.0,68240,10.0,26110,3.8,298738,656737,663377,444457,67.0,90,0.0,406947,61.3,37420,5.6,218920,33.0,131680,19.8,57608,8.7,29632,4.5,273327,630059,635035,440485,69.4,88,-,402677,63.4,37720,5.9,194550,30.6,125760,19.8,36614,5.8,32176,5.1,279786,667497,676351,470771,69.6,52,-,435682,64.4,35037,5.2,205580,30.4,128720,19.0,44421,6.6,32439,4.8,279045,681482,687705,483575,70.3,64,-,447702,65.1,35809,5.2,204130,29.7,128320,18.7,43009,6.3,32801,4.8
"Busan",213224,479881,457402,332242,72.6,3624,1.0,326017,71.3,2601,0.6,125160,27.4,72960,16.0,52200,11.4,212569,478707,462020,326410,70.6,1085,0.2,321541,69.6,3784,0.8,135610,29.4,85120,18.4,50490,10.9,189623,462052,449576,339316,75.5,410,0.1,334065,74.3,4841,1.1,110260,24.5,84400,18.8,25860,5.8,210269,514449,492470,361010,73.3,354,0.1,355628,72.2,5028,1.0,131460,26.7,96720,19.6,34740,7.1,216812,515714,495622,346432,69.9,224,0.0,341413,68.9,4795,1.0,149190,30.1,106800,21.5,42390,8.6,233394,571689,547285,389935,71.2,245,0.0,384756,70.3,4934,0.9,157350,28.8,115200,21.0,42150,7.7,217017,555514,558155,410925,73.6,290,0.1,405815,72.7,4820,0.9,147230,26.4,112400,20.1,34830,6.2,218875,549118,561970,418510,74.5,304,0.1,412461,73.4,5745,1.0,143460,25.5,108480,19.3,34980,6.2,230923,554738,569867,408757,71.7,412,0.1,400822,70.3,7523,1.3,161110,28.3,110080,19.3,49062,8.6,1968,0.3,235796,530427,567199,392769,69.2,156,0.0,383619,67.6,8994,1.6,174430,30.8,98560,17.4,67676,11.9,8194,1.4,238001,539638,563760,378030,67.1,122,0.0,367479,65.2,10429,1.8,185730,32.9,107520,19.1,67188,11.9,11022,2.0,204844,493248,520327,373957,71.9,64,-,362753,69.7,11140,2.1,146370,28.1,97920,18.8,33893,6.5,14557,2.8,215205,509317,525639,361769,68.8,62,-,352087,67.0,9620,1.8,163870,31.2,104320,19.8,44454,8.5,15096,2.9,223597,542811,548621,380331,69.3,47,-,368761,67.2,11523,2.1,168290,30.7,109550,20.0,42203,7.7,16537,3.0
"Daegu/Gyeongbook",194152,420592,402591,270341,67.2,2330,1.0,263853,65.5,4158,1.0,132250,32.8,93040,23.1,39210,9.7,188941,414219,408548,262878,64.3,1884,0.5,257448,63.0,3546,0.9,145670,35.7,98000,24.0,47670,11.7,157399,411647,393277,281467,71.6,1645,0.4,277532,70.6,2290,0.6,111810,28.4,98880,25.1,12930,3.3,188025,497353,447889,313439,70.0,1389,0.3,309700,69.1,2350,0.5,134450,30.0,119600,26.7,14850,3.3,215479,566371,498913,337223,67.6,930,0.2,333508,66.8,2785,0.6,161690,32.4,143120,28.7,18570,3.7,213269,563154,504448,352189,69.8,734,0.1,348201,69.0,3254,0.6,152259,30.2,133599,26.5,18660,3.7,211723,556454,502990,341760,67.9,352,0.1,338464,67.3,2944,0.6,161230,32.1,142720,28.4,18510,3.7,226824,580462,526716,345136,65.5,153,0.0,341659,64.9,3324,0.6,181580,34.5,157280,29.9,24300,4.6,244750,597460,551044,352384,63.9,121,0.0,349751,63.5,2512,0.5,198660,36.1,152400,27.7,44781,8.1,1479,0.3,263765,590103,560998,333668,59.5,86,0.0,330005,58.8,3577,0.6,227330,40.5,149120,26.6,71031,12.7,7179,1.3,260227,583578,546564,334104,61.1,91,0.0,326582,59.8,7431,1.4,212460,38.9,136320,24.9,66421,12.2,9719,1.8,236895,548799,514241,320861,62.4,67,-,308376,60.0,12418,2.4,193380,37.6,137040,26.6,43066,8.4,13274,2.6,240774,551122,531780,330818,62.2,29,-,318938,60.0,11851,2.2,200962,37.8,136042,25.6,53718,10.1,11202,2.1,246155,581860,553028,339438,61.4,45,-,329463,59.6,9930,1.8,213590,38.6,148790,26.9,54118,9.8,10682,1.9
"Incheon",129274,308847,287984,192044,66.7,99,0.0,189814,65.9,2131,0.7,95940,33.3,76800,26.7,19140,6.6,120981,294927,290425,206085,71.0,73,0.0,203416,70.0,2596,0.9,84340,29.0,64240,22.1,20100,6.9,110095,263970,284286,215096,75.7,20,0.0,212224,74.7,2852,1.0,69190,24.3,47920,16.9,21270,7.5,121802,287896,314429,229829,73.1,16,0.0,226706,72.1,3107,1.0,84600,26.9,55440,17.6,29160,9.3,130869,306183,331562,241512,72.8,4,0.0,237341,71.6,4167,1.3,90050,27.2,58160,17.5,31890,9.6,154248,363922,358406,241626,67.4,19,0.0,238145,66.4,3462,1.0,116780,32.6,81440,22.7,35340,9.9,174910,407494,370249,231499,62.5,23,0.0,227583,61.5,3893,1.1,138750,37.5,100320,27.1,38430,10.4,173438,396922,368180,238300,64.7,37,0.0,232227,63.1,6036,1.6,129880,35.3,93520,25.4,36360,9.9,177812,389982,367264,222674,60.6,61,0.0,215322,58.6,7291,2.0,144590,39.4,96320,26.2,45829,12.5,2441,0.7,185747,389804,384318,231928,60.3,103,0.0,221295,57.6,10530,2.7,152390,39.7,93680,24.4,54180,14.1,4530,1.2,180847,396046,382091,231391,60.6,52,0.0,221706,58.0,9633,2.5,150700,39.4,93520,24.5,46962,12.3,10218,2.7,161744,367629,343170,217200,63.3,42,-,207207,60.4,9951,2.9,125970,36.7,86400,25.2,27995,8.2,11575,3.4,163533,386205,376728,243838,64.7,22,-,233543,62.0,10273,2.7,132890,35.3,90560,24.0,31030,8.2,11300,3.0,157317,390415,380715,248155,65.2,5,-,239065,62.8,9085,2.4,132560,34.8,94100,24.7,27118,7.1,11342,3.0
"Ulsan",78750,156984,130663,71513,54.7,616,1.0,69640,53.3,1257,1.0,59150,45.3,31760,24.3,27390,21.0,82109,157979,141875,70245,49.5,631,0.4,68196,48.1,1418,1.0,71630,50.5,35840,25.3,35790,25.2,65432,156617,123199,69879,56.7,462,0.4,68467,55.6,950,0.8,53320,43.3,43360,35.2,9960,8.1,71284,157307,130504,77984,59.8,312,0.2,76912,58.9,760,0.6,52520,40.2,36080,27.6,16440,12.6,73928,172315,161035,103065,64.0,265,0.2,101840,63.2,960,0.6,57970,36.0,42880,26.6,15090,9.4,74278,182492,177605,124325,70.0,299,0.2,123036,69.3,990,0.6,53280,30.0,41520,23.4,11760,6.6,73504,185665,181518,130428,71.9,214,0.1,129361,71.3,853,0.5,51090,28.1,42000,23.1,9090,5.0,79081,202630,194037,135307,69.7,136,0.1,134204,69.2,967,0.5,58730,30.3,49280,25.4,9450,4.9,81305,205832,197429,139549,70.7,144,0.1,137722,69.8,1683,0.9,57880,29.3,42880,21.7,14431,7.3,569,0.3,89410,219054,213962,144302,67.4,91,0.0,142055,66.4,2156,1.0,69660,32.6,47040,22.0,20091,9.4,2529,1.2,93740,217319,253897,181147,71.3,78,0.0,177722,70.0,3347,1.3,72750,28.7,47760,18.8,20617,8.1,4373,1.7,87323,210431,210171,144681,68.8,57,-,138634,66.0,5990,2.9,65490,31.2,46320,22.0,12684,6.0,6486,3.1,86261,210721,214353,145263,67.8,14,-,138543,64.6,6706,3.1,69090,32.2,48480,22.6,14399,6.7,6211,2.9,86711,214717,215479,149569,69.4,17,-,143553,66.6,5999,2.8,65910,30.6,43800,20.3,15622,7.2,6488,3.0
"Gyeonggi",138362,346632,351888,273468,77.7,103,0.0,269690,76.6,3675,1.0,78420,22.3,65040,18.5,13380,3.8,141702,365276,371603,279533,75.2,105,0.0,276088,74.3,3340,0.9,92070,24.8,78240,21.1,13830,3.7,129115,339923,359653,286833,79.8,114,0.0,283695,78.9,3024,0.8,72820,20.2,63040,17.5,9780,2.7,141557,368892,381278,298628,78.3,105,0.0,294950,77.4,3573,0.9,82650,21.7,67200,17.6,15450,4.1,164801,425055,422565,325775,77.1,126,0.0,321746,76.1,3903,0.9,96790,22.9,76720,18.2,20070,4.7,171279,443316,454545,341325,75.1,107,0.0,335957,73.9,5261,1.2,113220,24.9,92160,20.3,21060,4.6,176589,454689,458379,342569,74.7,110,0.0,333970,72.9,8489,1.9,115810,25.3,96160,21.0,19650,4.3,175742,454178,474712,365492,77.0,76,0.0,355394,74.9,10022,2.1,109220,23.0,88880,18.7,20340,4.3,191262,469113,488906,356336,72.9,53,0.0,344636,70.5,11647,2.4,132570,27.1,97920,20.0,31635,6.5,3015,0.6,206206,492498,520231,377421,72.5,32,0.0,359093,69.0,18296,3.5,142810,27.5,96160,18.5,35469,6.8,11181,2.1,218748,506700,532178,376168,70.7,52,0.0,353073,66.3,23043,4.3,156010,29.3,106720,20.1,35254,6.6,14036,2.6,205267,477844,492714,350084,71.1,33,-,327755,66.5,22296,4.5,142630,28.9,100720,20.4,26928,5.5,14982,3.0,210813,530209,531816,384666,72.3,10,-,366658,68.9,17998,3.4,147150,27.7,101760,19.1,30674,5.8,14716,2.8,203912,512068,539292,388922,72.1,28,-,370552,68.7,18342,3.4,150370,27.9,99310,18.4,33514,6.2,17546,3.3
"Gangwon",83122,190736,167039,103399,61.9,130,0.1,103252,61.8,17,-,63640,38.1,47200,28.3,16440,9.8,76585,184743,173605,112705,64.9,79,0.0,112585,64.9,41,0.0,60900,35.1,43920,25.3,16980,9.8,64641,165799,154655,108135,69.9,77,0.0,108005,69.8,53,0.0,46520,30.1,39440,25.5,7080,4.6,73273,170312,168773,115303,68.3,111,0.1,115142,68.2,50,0.0,53470,31.7,35920,21.3,17550,10.4,79763,188224,175393,112893,64.4,39,0.0,112825,64.3,29,-,62500,35.6,41920,23.9,20580,11.7,83632,205910,183479,117119,63.8,44,0.0,116969,63.8,106,0.1,66360,36.2,51360,28.0,15000,8.2,92287,230591,182290,120370,66.0,41,0.0,119865,65.8,464,0.3,61920,34.0,47760,26.2,14160,7.8,108298,269538,205867,126027,61.2,64,0.0,125401,60.9,562,0.3,79840,38.8,64240,31.2,15600,7.6,120455,281499,218474,126444,57.9,57,0.0,125328,57.4,1059,0.5,92030,42.1,70160,32.1,21109,9.7,761,0.3,128006,283555,226201,124261,54.9,51,0.0,122226,54.0,1984,0.9,101940,45.1,72480,32.0,25618,11.3,3842,1.7,149795,316748,248735,120785,48.6,56,0.0,116461,46.8,4268,1.7,127950,51.4,82320,33.1,38346,15.4,7284,2.9,149851,318754,228146,111616,48.9,71,-,105834,46.4,5711,2.5,116530,51.1,83440,36.6,24642,10.8,8448,3.7,154964,345670,250202,115352,46.1,130,0.1,109273,43.7,5949,2.4,134850,53.9,97440,38.9,29321,11.7,8089,3.2,161359,388056,250139,115579,46.2,119,-,109226,43.7,6234,2.5,134560,53.8,98980,39.6,27577,11.0,8003,3.2
"Chungbook",77351,156739,125108,57478,45.9,72,0.1,57245,45.8,161,0.1,67630,54.1,39040,31.2,28590,22.9,79003,157497,128146,56366,44.0,42,0.0,56088,43.8,236,0.2,71780,56.0,38720,30.2,33060,25.8,72803,171037,121881,59561,48.9,37,0.0,59199,48.6,325,0.3,62320,51.1,49360,40.5,12960,10.6,84951,202853,135276,63076,46.6,17,0.0,62786,46.4,273,0.2,72200,53.4,55760,41.2,16440,12.2,99447,229937,156155,70585,45.2,20,0.0,70419,45.1,146,0.1,85570,54.8,61120,39.1,24450,15.7,101209,218455,154114,68024,44.1,17,0.0,67716,43.9,291,0.2,86090,55.9,54080,35.1,32010,20.8,91354,212798,148795,75235,50.6,14,0.0,74863,50.3,358,0.2,73560,49.4,51120,34.4,22440,15.1,100097,225982,162791,77931,47.9,47,0.0,77501,47.6,383,0.2,84860,52.1,61760,37.9,23100,14.2,98145,208282,154534,74894,48.5,31,0.0,74594,48.3,269,0.2,79640,51.5,54080,35.0,25023,16.2,537,0.3,100191,213616,164406,76286,46.4,3,0.0,75763,46.1,520,0.3,88120,53.6,58000,35.3,28206,17.2,1914,1.2,99627,216656,163311,75771,46.4,7,0.0,74844,45.8,920,0.6,87540,53.6,59280,36.3,25503,15.6,2757,1.7,89342,203218,153854,78114,50.8,13,-,76463,49.7,1638,1.1,75740,49.2,59120,38.4,14044,9.1,2576,1.7,95644,220862,164784,80474,48.8,5,-,78814,47.8,1655,1.0,84310,51.2,62320,37.8,19846,12.0,2144,1.3,93808,222781,163220,84690,51.9,11,-,83029,50.9,1650,1.0,78530,48.1,58550,35.9,18123,11.1,1857,1.1
"Daejeon/Sejong/Chungnaam",161312,377866,333051,216491,65.0,601,0.2,215190,64.6,700,0.2,116560,35.0,76720,23.0,39840,12.0,146852,346689,326460,221430,67.8,714,0.2,219894,67.4,822,0.3,105030,32.2,66480,20.4,38550,11.8,146597,377275,332213,227893,68.6,326,0.1,226218,68.1,1349,0.4,104320,31.4,87280,26.3,17040,5.1,173234,425056,363375,239655,66.0,196,0.1,238347,65.6,1112,0.3,123720,34.0,93360,25.7,30360,8.4,182777,446155,399019,261989,65.7,195,0.0,260796,65.4,998,0.3,137030,34.3,95840,24.0,41190,10.3,191985,456242,408273,270303,66.2,178,0.0,269102,65.9,1023,0.3,137970,33.8,90240,22.1,47730,11.7,189737,467749,412714,276594,67.0,80,0.0,275094,66.7,1420,0.3,136120,33.0,96640,23.4,39480,9.6,206246,499104,441034,277544,62.9,104,0.0,276099,62.6,1341,0.3,163490,37.1,122240,27.7,41250,9.4,224050,520549,471779,291149,61.7,53,0.0,288850,61.2,2246,0.5,180630,38.3,123120,26.1,55607,11.8,1903,0.4,232017,513485,463084,267884,57.8,69,0.0,263477,56.9,4338,0.9,195200,42.2,124880,27.0,63299,13.7,7021,1.5,249164,539152,468337,260687,55.7,55,0.0,255283,54.5,5349,1.1,207650,44.3,135200,28.9,63359,13.5,9091,1.9,236491,538786,465173,270483,58.1,33,-,264495,56.9,5955,1.3,194690,41.9,142400,30.6,42302,9.1,9988,2.1,241112,563432,489125,285905,58.5,120,-,279775,57.2,6010,1.2,203220,41.5,142080,29.0,52783,10.8,8357,1.7,248323,597986,506109,295939,58.5,94,-,290078,57.3,5767,1.1,210170,41.5,146210,28.9,55921,11.0,8039,1.6
"Jeonbook",120913,247353,226948,127218,56.1,242,0.1,125146,55.1,1830,0.8,99730,43.9,53920,23.8,45810,20.2,118604,230604,219844,116034,52.8,247,0.1,114478,52.1,1309,0.6,103810,47.2,51280,23.3,52530,23.9,98174,233743,197816,116736,59.0,191,0.1,115403,58.3,1142,0.6,81080,41.0,60800,30.7,20280,10.3,107833,258898,218859,125299,57.3,129,0.1,124373,56.8,797,0.4,93560,42.7,66320,30.3,27240,12.4,121245,283613,239690,141580,59.1,41,0.0,140298,58.5,1241,0.5,98110,40.9,64480,26.9,33630,14.0,124784,290126,254982,148882,58.4,17,0.0,147645,57.9,1220,0.5,106100,41.6,69200,27.1,36900,14.5,125506,306079,261103,163603,62.7,46,0.0,162482,62.2,1075,0.4,97500,37.3,69840,26.7,27660,10.6,127924,311601,269276,169866,63.1,26,0.0,168909,62.7,931,0.3,99410,36.9,72320,26.9,27090,10.1,131428,299264,270134,162124,60.0,55,0.0,161317,59.7,752,0.3,108010,40.0,72160,26.7,35687,13.2,163,0.1,125411,281914,262612,158132,60.2,54,0.0,157159,59.8,919,0.3,104480,39.8,67280,25.6,35473,13.5,1727,0.7,128878,288204,263913,154553,58.6,81,0.0,153479,58.2,993,0.4,109360,41.4,73120,27.7,33765,12.8,2475,0.9,116104,270878,258527,167887,64.9,49,-,166363,64.4,1475,0.6,90640,35.1,65920,25.5,21086,8.2,3634,1.4,114218,277143,253319,162529,64.2,24,-,161320,63.7,1185,0.5,90790,35.8,65680,25.9,21418,8.5,3692,1.5,108582,272166,246990,160580,65.0,5,-,159306,64.5,1269,0.5,86410,35.0,64120,26.0,18316,7.4,3974,1.6
"Gwangju/Jeonnaam",174350,388217,364560,232160,63.7,210,0.1,230719,63.3,1231,0.3,132400,36.3,76240,20.9,56160,15.4,199969,443181,412040,248460,60.3,97,0.0,247400,60.0,963,0.2,163580,39.7,91280,22.2,72300,17.5,178004,461639,405375,268605,66.3,558,0.1,266789,65.8,1258,0.3,136770,33.7,108480,26.8,28290,7.0,194651,477190,416793,269423,64.6,269,0.1,266755,64.0,2399,0.6,147370,35.4,102400,24.6,44970,10.8,201828,486068,438234,285434,65.1,168,0.0,281482,64.2,3784,0.9,152800,34.9,102160,23.3,50640,11.6,198409,480873,463570,312680,67.5,207,0.0,306739,66.2,5734,1.2,150890,32.5,101120,21.8,49770,10.7,192751,484401,449345,312675,69.6,178,0.0,306212,68.1,6285,1.4,136670,30.4,100160,22.3,36510,8.1,185655,466202,457416,321286,70.2,315,0.1,314139,68.7,6832,1.5,136130,29.8,104240,22.8,31890,7.0,205764,484958,464341,314611,67.8,279,0.1,307227,66.2,7105,1.5,149730,32.2,97440,21.0,49263,10.6,3027,0.7,217795,495919,493251,318031,64.5,413,0.1,310941,63.0,6677,1.4,175220,35.5,104960,21.3,61959,12.6,8301,1.7,221529,492350,506115,327225,64.7,435,0.1,319638,63.2,7152,1.4,178890,35.3,103920,20.5,62790,12.4,12180,2.4,202083,471798,460413,297273,64.6,423,0.1,288930,62.8,7920,1.7,163140,35.4,111120,24.1,39804,8.6,12216,2.7,220266,521148,487155,300315,61.6,381,0.1,291713,59.9,8221,1.7,186840,38.4,124560,25.6,51004,10.5,11276,2.3,206743,497222,476489,302506,63.5,287,0.1,292292,61.3,9927,2.1,173983,36.5,120040,25.2,44667,9.4,9276,1.9
"Gyeongnaam",100563,225651,206269,131409,63.7,891,0.4,129665,62.9,853,0.4,74860,36.3,59200,28.7,15660,7.6,102627,230413,207439,128009,61.7,348,0.2,126901,61.2,760,0.4,79430,38.3,62720,30.2,16710,8.1,91759,236006,200715,136055,67.8,168,0.1,135090,67.3,797,0.4,64660,32.2,59200,29.5,5460,2.7,102066,248276,224376,150236,67.0,186,0.1,148979,66.4,1071,0.5,74140,33.0,65200,29.1,8940,4.0,114553,278699,245855,156935,63.8,125,0.1,155589,63.3,1221,0.5,88920,36.2,77280,31.4,11640,4.7,119534,286770,249954,164994,66.0,68,0.0,164141,65.7,785,0.3,84960,34.0,70080,28.0,14880,6.0,114324,290488,244274,164974,67.5,40,0.0,164291,67.3,643,0.3,79300,32.5,67840,27.8,11460,4.7,120286,298794,253624,169084,66.7,74,0.0,168315,66.4,695,0.3,84540,33.3,74400,29.3,10140,4.0,134771,305138,267417,156937,58.7,91,0.0,155981,58.3,865,0.3,110480,41.3,85760,32.1,24119,9.0,601,0.2,143116,310995,278033,158043,56.8,84,0.0,156424,56.3,1535,0.6,119990,43.2,84800,30.5,33426,12.0,1764,0.6,135724,305142,265886,161056,60.6,65,0.0,157816,59.4,3175,1.2,104830,39.4,75040,28.2,25885,9.7,3905,1.5,127724,288687,254234,155194,61.0,57,-,151437,59.6,3700,1.5,99040,39.0,77200,30.4,17284,6.8,4556,1.8,130495,305644,277373,163873,59.1,23,-,160101,57.7,3749,1.4,113500,40.9,87760,31.6,21449,7.7,4291,1.5,134719,328669,286909,168789,58.8,16,-,164947,57.5,3826,1.3,118120,41.2,92710,32.3,21272,7.4,4138,1.4
"Jeju",31674,72312,49149,23009,46.8,35,0.1,22762,46.3,212,0.4,26140,53.2,18400,37.4,7740,15.7,29769,69970,51070,26240,51.4,20,0.0,26111,51.1,109,0.2,24830,48.6,17120,33.5,7710,15.1,27539,72288,46279,25919,56.0,8,0.0,25722,55.6,189,0.4,20360,44.0,17360,37.5,3000,6.5,32542,79968,59203,30303,51.2,18,0.0,30116,50.9,169,0.3,28900,48.8,22720,38.4,6180,10.4,36916,82920,65718,36578,55.7,4,0.0,36066,54.9,508,0.8,29140,44.3,20080,30.6,9060,13.8,38454,84136,70382,40902,58.1,1,0.0,40070,56.9,831,1.2,29480,41.9,20720,29.4,8760,12.4,34219,79212,64310,38600,60.0,2,0.0,38100,59.2,498,0.8,25710,40.0,20880,32.5,4830,7.5,31854,76089,65929,44959,68.2,18,0.0,44295,67.2,646,1.0,20970,31.8,18000,27.3,2970,4.5,34304,81302,72402,49212,68.0,3,0.0,48492,67.0,717,1.0,23190,32.0,16800,23.2,5900,8.1,490,0.7,37392,86093,72523,46923,64.7,6,0.0,45948,63.4,969,1.3,25600,35.3,16720,23.1,7883,10.9,997,1.4,40676,89507,76123,41753,54.8,2,0.0,40811,53.6,940,1.2,34370,45.2,22160,29.1,9690,12.7,2520,3.3,35806,85862,69104,41284,59.7,4,-,40108,58.0,1172,1.7,27820,40.3,21280,30.8,3595,5.2,2945,4.3,37804,88360,73659,43729,59.4,-,-,42272,57.4,1457,2.0,29930,40.6,20480,27.8,6578,8.9,2872,3.9,34264,86269,77575,50245,64.8,-,-,48972,63.1,1273,1.6,27330,35.2,20730,26.7,4719,6.1,1881,2.4
